NEW_KEY,COUNTY,LONG_DD,LAT_DD,Water_Body_Name,Survey_Number,SURVEY_YEAR,Survey_Purpose,TARGET_SPECIES,GEAR,SPECIES,FISH_COUNT,SAMPLE_START_DATE,SAMPLE_END_DATE
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,LMFYKE,BLG,23,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,LMFYKE,LMB,6,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,LMFYKE,NOP,18,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,LMFYKE,YEP,4,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,SMFYKE,BLG,13,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,SMFYKE,NOP,1,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,SMFYKE,YEP,5,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,TRAPNET,BCR,4,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,TRAPNET,BLG,101,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,TRAPNET,LMB,8,6/2/2003,6/3/2003
71-53,PresqueIsle,-83.94871,45.25304,Lake May,4326,2003,Status & Trends,ALL SPECIES,TRAPNET,NOP,11,6/2/2003,6/3/2003
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,BOOMSHK,BLG,2,8/18/2004,8/18/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,BOOMSHK,LMB,3,8/18/2004,8/18/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,BOOMSHK,NOP,2,8/18/2004,8/18/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,BOOMSHK,SMB,1,8/18/2004,8/18/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,BOOMSHK,WAE,1,8/18/2004,8/18/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,BOOMSHK,YEP,264,8/18/2004,8/18/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,IGNET,NOP,19,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,IGNET,WAE,4,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,IGNET,YEP,32,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,LMFYKE,BLG,9,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,LMFYKE,NOP,12,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,LMFYKE,SMB,1,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,LMFYKE,WAE,6,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,LMFYKE,YEP,42,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,SEINE,YEP,144,5/25/2004,5/25/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,SMFYKE,BLG,2,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,TRAPNET,BLG,3,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,TRAPNET,NOP,4,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,TRAPNET,WAE,7,5/24/2004,5/27/2004
17-211,Chippewa,-85.01565,46.1836,Frenchman Lake,4509,2004,Status & Trends,ALL SPECIES,TRAPNET,YEP,12,5/24/2004,5/27/2004
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,BOOMSHK,BCR,25,8/6/2003,8/6/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,BOOMSHK,BLG,14,8/6/2003,8/6/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,BOOMSHK,NOP,2,8/6/2003,8/6/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,BOOMSHK,SMB,43,8/6/2003,8/6/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,BOOMSHK,WAE,12,8/6/2003,8/6/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,BOOMSHK,YEP,220,8/6/2003,8/6/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,IGNET,NOP,49,6/23/2003,6/25/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,IGNET,SMB,8,6/23/2003,6/25/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,IGNET,WAE,35,6/23/2003,6/25/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,IGNET,YEP,6,6/23/2003,6/25/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,LMFYKE,BCR,6,6/23/2003,6/26/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,LMFYKE,BLG,12,6/23/2003,6/26/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,LMFYKE,LMB,1,6/23/2003,6/26/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,LMFYKE,NOP,32,6/23/2003,6/26/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,LMFYKE,SMB,8,6/23/2003,6/26/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,LMFYKE,WAE,9,6/23/2003,6/26/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,LMFYKE,YEP,3,6/23/2003,6/26/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,SEINE,BLG,1,6/27/2003,6/27/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,SEINE,NOP,2,6/27/2003,6/27/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,SEINE,SMB,6,6/27/2003,6/27/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,SEINE,YEP,8,6/27/2003,6/27/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,SMFYKE,BLG,24,6/25/2003,6/25/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,SMFYKE,NOP,1,6/25/2003,6/25/2003
66-31,Ontonagon,-89.10343,46.39443,Bond Falls Flowage,4544,2003,Status & Trends,ALL SPECIES,SMFYKE,YEP,4,6/25/2003,6/25/2003
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,BOOMSHK,BLG,351,6/17/2004,6/18/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,BOOMSHK,LMB,16,6/17/2004,6/18/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,BOOMSHK,SMB,77,6/17/2004,6/18/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,BOOMSHK,WAE,1,6/17/2004,6/18/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,BOOMSHK,YEP,5,6/17/2004,6/18/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,IGNET,BCR,18,5/11/2004,5/12/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,IGNET,BLG,52,5/11/2004,5/12/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,IGNET,NOP,9,5/11/2004,5/12/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,IGNET,SMB,1,5/11/2004,5/12/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,IGNET,WAE,8,5/11/2004,5/12/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,IGNET,YEP,18,5/11/2004,5/12/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,LMFYKE,BCR,59,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,LMFYKE,BLG,394,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,LMFYKE,LMB,1,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,LMFYKE,NOP,4,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,LMFYKE,WAE,14,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,LMFYKE,YEP,4,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,SEINE,BLG,8,5/10/2004,5/14/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,TRAPNET,BCR,81,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,TRAPNET,BLG,441,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,TRAPNET,LMB,5,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,TRAPNET,NOP,8,5/10/2004,5/13/2004
63-2,Livingston,-83.67593,42.51305,Kent Lake,4552,2004,Status & Trends,ALL SPECIES,TRAPNET,WAE,15,5/10/2004,5/13/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,BOOMSHK,BCR,3,6/22/2004,6/22/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,BOOMSHK,BLG,413,6/22/2004,6/22/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,BOOMSHK,LMB,10,6/22/2004,6/22/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,BOOMSHK,NOP,2,6/22/2004,6/22/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,BOOMSHK,YEP,46,6/22/2004,6/22/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,IGNET,BCR,3,5/18/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,IGNET,BLG,2,5/18/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,IGNET,LMB,8,5/18/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,IGNET,NOP,14,5/18/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,IGNET,WAE,1,5/18/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,IGNET,YEP,3,5/18/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,SEINE,BLG,65,5/17/2004,5/20/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,SEINE,YEP,11,5/17/2004,5/20/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,SMFYKE,BCR,9,5/17/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,SMFYKE,BLG,13,5/17/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,SMFYKE,LMB,9,5/17/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,SMFYKE,NOP,12,5/17/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,TRAPNET,BCR,28,5/17/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,TRAPNET,BLG,154,5/17/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,TRAPNET,LMB,14,5/17/2004,5/19/2004
63-1650,Oakland,-83.15009,42.8286,Lakeville Lake,4553,2004,Status & Trends,ALL SPECIES,TRAPNET,NOP,7,5/17/2004,5/19/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,BOOMSHK,BCR,1,6/28/2004,6/29/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,BOOMSHK,BLG,171,6/28/2004,6/29/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,BOOMSHK,LMB,12,6/28/2004,6/29/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,BOOMSHK,SMB,9,6/28/2004,6/29/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,BOOMSHK,WAE,2,6/28/2004,6/29/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,BOOMSHK,YEP,22,6/28/2004,6/29/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,IGNET,BCR,1,5/24/2004,5/25/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,IGNET,BLG,2,5/24/2004,5/25/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,IGNET,NOP,1,5/24/2004,5/25/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,IGNET,YEP,2,5/24/2004,5/25/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,LMFYKE,BCR,2,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,LMFYKE,BLG,160,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,LMFYKE,LMB,4,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,LMFYKE,NOP,3,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,LMFYKE,WAE,1,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,SEINE,SMB,4,6/14/2004,6/14/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,SEINE,YEP,2,6/14/2004,6/14/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,TRAPNET,BCR,3,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,TRAPNET,BLG,94,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,TRAPNET,LMB,1,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,TRAPNET,NOP,1,5/24/2004,5/26/2004
47-101,Livingston,-83.84148,42.44916,Strawberry Lake,4554,2004,Status & Trends,ALL SPECIES,TRAPNET,WAE,4,5/24/2004,5/26/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,BOOMSHK,BLG,163,7/7/2004,7/7/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,BOOMSHK,LMB,21,7/7/2004,7/7/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,BOOMSHK,SMB,1,7/7/2004,7/7/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,BOOMSHK,YEP,1,7/7/2004,7/7/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,IGNET,BLG,2,5/24/2004,5/24/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,IGNET,NOP,4,5/24/2004,5/24/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,LMFYKE,BCR,3,5/24/2004,5/25/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,LMFYKE,BLG,6,5/24/2004,5/25/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,LMFYKE,LMB,5,5/24/2004,5/25/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,LMFYKE,NOP,2,5/24/2004,5/25/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,SEINE,BLG,2,6/14/2004,6/14/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,SEINE,LMB,1,6/14/2004,6/14/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,SEINE,SMB,23,6/14/2004,6/14/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,TRAPNET,BCR,5,5/24/2004,5/25/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,TRAPNET,BLG,283,5/24/2004,5/25/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,TRAPNET,LMB,20,5/24/2004,5/25/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,TRAPNET,NOP,2,5/24/2004,5/25/2004
47-102,Livingston,-83.86231,42.44249,Gallagher Lake,4555,2004,Status & Trends,ALL SPECIES,TRAPNET,WAE,3,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,BOOMSHK,BLG,154,6/2/2004,6/2/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,BOOMSHK,LMB,75,6/2/2004,6/2/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,BOOMSHK,YEP,3,6/2/2004,6/2/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,IGNET,BCR,3,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,IGNET,BLG,9,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,IGNET,LMB,9,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,IGNET,NOP,2,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,SEINE,BLG,75,5/24/2004,5/24/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,SEINE,LMB,1,5/24/2004,5/24/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,TRAPNET,BCR,66,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,TRAPNET,BLG,218,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,TRAPNET,LMB,14,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,TRAPNET,NOP,1,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,TRAPNET,WAE,1,5/24/2004,5/25/2004
63-1692,Oakland,-83.53065,42.81082,Heron Lake,4576,2004,Status & Trends,ALL SPECIES,TRAPNET,YEP,1,5/24/2004,5/25/2004
75-294,Schoolcraft,-86.29893,46.14433,Ashford Lake,4580,2003,Status & Trends,ALL SPECIES,LMFYKE,BCR,15,6/10/2003,6/10/2003
75-294,Schoolcraft,-86.29893,46.14433,Ashford Lake,4580,2003,Status & Trends,ALL SPECIES,LMFYKE,BLG,85,6/10/2003,6/10/2003
75-294,Schoolcraft,-86.29893,46.14433,Ashford Lake,4580,2003,Status & Trends,ALL SPECIES,LMFYKE,LMB,19,6/10/2003,6/10/2003
75-294,Schoolcraft,-86.29893,46.14433,Ashford Lake,4580,2003,Status & Trends,ALL SPECIES,LMFYKE,YEP,26,6/10/2003,6/10/2003
75-294,Schoolcraft,-86.29893,46.14433,Ashford Lake,4580,2003,Status & Trends,ALL SPECIES,SMFYKE,BLG,6,6/10/2003,6/11/2003
75-294,Schoolcraft,-86.29893,46.14433,Ashford Lake,4580,2003,Status & Trends,ALL SPECIES,SMFYKE,YEP,3,6/10/2003,6/11/2003
2-104,Alger,-86.85877,46.23418,Trout Lake,4581,2003,Status & Trends,ALL SPECIES,LMFYKE,NOP,3,6/17/2003,6/17/2003
2-104,Alger,-86.85877,46.23418,Trout Lake,4581,2003,Status & Trends,ALL SPECIES,SMFYKE,NOP,1,6/17/2003,6/17/2003
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,BOOMSHK,BCR,1,9/30/2004,9/30/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,BOOMSHK,BLG,2,9/30/2004,9/30/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,BOOMSHK,LMB,17,9/30/2004,9/30/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,BOOMSHK,SMB,3,9/30/2004,9/30/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,BOOMSHK,YEP,8,9/30/2004,9/30/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,IGNET,BCR,6,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,IGNET,BLG,1,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,IGNET,LMB,4,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,IGNET,NOP,2,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,IGNET,SMB,1,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,IGNET,WAE,17,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,IGNET,YEP,3,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,LMFYKE,BCR,2,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,LMFYKE,BLG,31,6/1/2004,6/3/2004
57-45,Missaukee,-85.24676,44.32221,Lake Missaukee,4584,2004,Status & Trends,ALL SPECIES,LMFYKE,LMB,34,6/1/2004,6/3/2004
