OBJECTID,NEW_KEY,LAKE_NAME,COUNTY,NOTE24,FMU,ORIGIN,LONG_DD,LAT_DD,X_Coord_MG,Y_Coord_MG,,,
7766,48-719,Two Hearted Lake #6,Luce,lake #6 (east),LSE,1,-85.70380000000,46.53899000000,522549.35238000000,665285.86356000000,,,
7767,48-720,Two Hearted Lake #6,Luce,lake #6 (central),LSE,1,-85.70355000000,46.53513000000,522569.75910000000,664857.32230000000,,,
7768,49-329,no name,Mackinac,H&G match,LSE,1,-85.33673000000,46.23019000000,550986.00252000000,631144.03166000000,,,
7769,48-721,Perch Lake (northwest),Luce,H&G = part of Perch Lake,LSE,1,-85.59859000000,46.63464000000,530562.59039000000,675951.44649000000,,,
7770,49-377,no name,Mackinac,H&G match,LSE,1,-85.40909000000,46.20317000000,545428.01647000000,628098.01286000000,,,
7771,49-448,no name,Mackinac,E.Br. Sage R. swelling,LSE,1,-85.26535000000,46.22242000000,556498.36724000000,630329.56075000000,,,
7772,48-676,no name,Luce,H&G match,LSE,1,-85.24804000000,46.74783000000,557275.91914000000,688728.65695000000,,,
7773,48-351,no name,Luce,H&G match,LSE,1,-85.63540000000,46.56918000000,527778.71285000000,668663.48738000000,,,
7774,17-565,no name,Chippewa,added new New_Key #,LSE,1,-84.69660000000,46.32333000000,600180.22795000000,642105.72213000000,,,
7775,17-566,no name,Chippewa,added new New_Key #,LSE,1,-84.70616000000,46.32426000000,599442.89838000000,642196.62579000000,,,
7776,17-567,no name,Chippewa,added new New_Key #,LSE,1,-84.70526000000,46.31493000000,599528.75181000000,641161.33426000000,,,
7777,48-80,no name,Luce,H&G match,LSE,1,-85.60044000000,46.39314000000,530558.26228000000,649114.05411000000,,,
7778,48-89,no name,Luce,H&G match,LSE,1,-85.61760000000,46.40883000000,529230.18400000000,650851.41444000000,,,
7779,17-568,no name,Chippewa,in wetlands area,LSE,1,-85.15547000000,46.61629000000,564504.36780000000,674182.41915000000,,,
7780,17-473,no name,Chippewa,headwaters of Cheney Cr.,LSE,1,-85.15396000000,46.61325000000,564623.65293000000,673845.61404000000,,,
7781,2-332,Nelson Lake,Alger,H&G match,LSE,1,-86.59078000000,46.38750000000,454412.59124000000,648574.70229000000,,,
7782,17-507,no name,Chippewa,H&G match,LSE,1,-84.99730000000,46.74694000000,576431.22499000000,688844.28996000000,,,
7783,48-722,no name,Luce,added new New_Key #,LSE,1,-85.72068000000,46.55214000000,521249.59221000000,666743.00606000000,,,
7784,2-331,no name,Alger,H&G match,LSE,1,-86.52368000000,46.39461000000,459577.00422000000,649329.24665000000,,,
7785,49-321,no name,Mackinac,in marsh; H&G = 8 acres,LSE,1,-85.26147000000,46.24185000000,556777.61612000000,632491.29231000000,,,
7786,48-339,no name,Luce,N. of N.Br. 2-Hearted R.,LSE,1,-85.72586000000,46.59076000000,520837.45828000000,671032.41450000000,,,
7787,48-340,no name,Luce,N. of N.Br. 2-Hearted R.,LSE,1,-85.72741000000,46.58780000000,520719.45176000000,670703.68210000000,,,
7788,48-341,no name,Luce,N. of N.Br. 2-Hearted R.,LSE,1,-85.73891000000,46.58737000000,519838.61749000000,670653.10790000000,,,
7789,17-572,no name,Chippewa,wetland lake/pond,LSE,1,-84.62772000000,46.38701000000,605361.06521000000,649271.44517000000,,,
7790,17-573,no name,Chippewa,in/out via Hickler Cr.,LSE,1,-84.63902000000,46.37270000000,604518.85046000000,647665.97336000000,,,
7791,48-444,no name,Luce,S. along Jeep Trail,LSE,1,-85.30571000000,46.65041000000,552966.01718000000,677861.93942000000,,,
7792,2-413,no name,Alger,in wetland area,LSE,1,-86.41036000000,46.49846000000,468348.23255000000,660817.39529000000,,,
7793,17-505,no name,Chippewa,in marshy area,LSE,1,-85.02238000000,46.73951000000,574525.58789000000,687994.23469000000,,,
7794,49-333,no name,Mackinac,in wetland area,LSE,1,-85.27824000000,46.22121000000,555505.72710000000,630185.96286000000,,,
7795,2-800,no name,Alger,wetland lake / pond,LSE,1,-85.98751000000,46.57091000000,500793.51010000000,668788.52187000000,,,
7796,48-317,no name,Luce,wetland; H&G list 24acre,LSE,1,-85.60190000000,46.53147000000,530367.24690000000,664485.62866000000,,,
7797,48-479,no name,Luce,east of Pike Lake,LSE,1,-85.38785000000,46.63907000000,546690.42376000000,676548.70520000000,,,
7798,48-382,Beavertown Lake #12,Luce,part of group of 12 lake,LSE,1,-85.74874000000,46.58076000000,519088.20531000000,669915.58390000000,,,
7799,48-391,Beavertown Lake #7,Luce,part of group of 12 lake,LSE,1,-85.74545000000,46.57637000000,519341.85612000000,669428.17643000000,,,
7800,48-394,Beavertown Lake #10,Luce,part of group of 12 lake,LSE,1,-85.75285000000,46.57517000000,518774.87193000000,669293.89072000000,,,
7801,48-393,Beavertown Lake #9,Luce,part of group of 12 lake,LSE,1,-85.74696000000,46.57261000000,519227.46457000000,669010.39861000000,,,
7802,48-392,Beavertown Lake #8,Luce,part of group of 12 lake,LSE,1,-85.74313000000,46.57193000000,519520.90375000000,668935.79543000000,,,
7803,48-348,Beavertown Lake #6,Luce,part of group of 12 lake,LSE,1,-85.73936000000,46.57394000000,519809.36939000000,669159.60497000000,,,
7804,48-347,Beavertown Lake #5,Luce,part of group of 12 lake,LSE,1,-85.73268000000,46.57267000000,520321.64458000000,669020.34568000000,,,
7805,48-343,Beavertown Lake #1,Luce,part of group of 12 lake,LSE,1,-85.72911000000,46.57413000000,520595.18958000000,669184.47268000000,,,
7806,48-345,Beavertown Lake #3,Luce,part of group of 12 lake,LSE,1,-85.73314000000,46.57106000000,520286.82975000000,668841.29805000000,,,
7807,48-344,Beavertown Lake #2,Luce,part of group of 12 lake,LSE,1,-85.72699000000,46.56974000000,520759.31657000000,668697.06522000000,,,
7808,48-395,Beavertown Lake #11,Luce,part of group of 12 lake,LSE,1,-85.75449000000,46.57245000000,518650.53329000000,668990.50445000000,,,
7809,48-487,no name,Luce,east of Homestead L.,LSE,1,-85.45337000000,46.63227000000,541680.61707000000,675755.95532000000,,,
7810,2-518,no name,Alger,wetland lake / pond,LSE,1,-85.93485000000,46.54407000000,504831.97957000000,665808.26888000000,,,
7811,48-459,no name,Luce,wetland lake/pond,LSE,1,-85.36254000000,46.59569000000,548666.67805000000,671742.92810000000,,,
7812,49-455,no name,Mackinac,wetland lake/pond,LSE,1,-85.25074000000,46.20849000000,557639.67499000000,628791.71846000000,,,
7813,17-599,no name,Chippewa,in via Waiska Bay creek,LSE,1,-84.62969000000,46.41286000000,605159.37567000000,652141.27315000000,,,
7814,2-576,no name,Alger,wetland lake/pond,LSE,1,-86.06725000000,46.56751000000,494681.98923000000,668412.36876000000,,,
7815,17-504,no name,Chippewa,wetland lake; intermit.?,LSE,1,-85.03565000000,46.75047000000,573497.08524000000,689200.25653000000,,,
7816,48-131,no name,Luce,H&G - 21acr; wetland lk.,LSE,1,-85.45738000000,46.44548000000,541516.95644000000,654995.99019000000,,,
7817,2-727,no name,Alger,out to W.BR.Lowney Cr.,LSE,1,-86.31982000000,46.55746000000,475320.98964000000,667341.70886000000,,,
7818,48-723,no name,Luce,wetland lake/pond,LSE,1,-85.45837000000,46.61201000000,541313.32091000000,673501.60711000000,,,
7819,17-471,no name,Chippewa,wetland lake/pond,LSE,1,-85.15344000000,46.63456000000,564638.55266000000,676215.05505000000,,,
7820,49-461,no name,Mackinac,wetland lake/pond,LSE,1,-85.27231000000,46.21331000000,555970.87195000000,629311.93352000000,,,
7821,48-724,no name,Luce,wetland lake/pond,LSE,1,-85.37192000000,46.41368000000,548109.61160000000,651511.91427000000,,,
7822,17-604,"Roxbury Pond, West",Chippewa,Type A Lake,LSE,3,-85.02027000000,46.47831000000,575048.75398000000,658968.69530000000,,,
7823,17-605,"Roxbury Pond, East",Chippewa,Type A Lake,LSE,3,-85.01115000000,46.47743000000,575749.64110000000,658880.23519000000,,,
7824,48-726,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.51354000000,46.64845000000,537062.97299000000,677523.76591000000,,,
7825,48-730,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.51364000000,46.64690000000,537056.71681000000,677350.67819000000,,,
7826,48-731,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.51609000000,46.64657000000,536869.03133000000,677313.14110000000,,,
7827,48-732,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.51487000000,46.64638000000,536962.68061000000,677292.74293000000,,,
7828,48-733,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.51564000000,46.64537000000,536904.48303000000,677179.67588000000,,,
7829,48-725,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.50756000000,46.64978000000,537519.67432000000,677673.91428000000,,,
7830,48-729,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.50967000000,46.64817000000,537359.09897000000,677494.57039000000,,,
7831,48-728,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.50635000000,46.65069000000,537611.43167000000,677776.09859000000,,,
7832,48-727,Connor Lakes,Luce,drawn7/25/02 48-570-GRP,LSE,1,-85.50816000000,46.64898000000,537474.15674000000,677585.10768000000,,,
7833,48-734,Third Creek Pond,Luce,drawn7/25/02 48-14-GRP,LSE,1,-85.39968000000,46.25138000000,546113.60282000000,633459.98790000000,,,
7834,48-735,Third Creek Pond,Luce,drawn7/25/02 48-14-GRP,LSE,1,-85.40007000000,46.25035000000,546084.31072000000,633345.74874000000,,,
7835,2-443,Two Lakes,Alger,named 08/0202,LSE,1,-86.60335000000,46.44942000000,453497.76341000000,655462.27504000000,,,
7836,2-387,Spider Ponds,Alger,"2-386-387, nmd 8/02/02",LSE,1,-86.89768000000,46.38718000000,430815.54160000000,648759.21680000000,,,
7837,48-736,North Branch #12,Luce,drawn fr drg 08/02/02,LSE,1,-85.67892000000,46.58297000000,524437.14354000000,670180.74533000000,,,
7838,2-807,No Name,Alger,named 08/02/02,LSE,1,-86.60534000000,46.44856000000,453344.77650000000,655367.08212000000,,,
7839,48-27,"Twin Lake, West",Luce,added 8/26/02,LSE,1,-85.53490000000,46.30899000000,535652.67590000000,639791.08511000000,,,
7840,17-609,No Name,Chippewa,pt added 9/2/02,LSE,1,-84.73528000000,46.32138000000,597206.08071000000,641840.50579000000,,,
7841,48-737,No Name,Luce,pt added 9/2/02,LSE,1,-85.48356000000,46.45285000000,539500.68542000000,655801.33570000000,,,
7842,17-610,Weatherhogs Lake 4,Chippewa,"named #4, 12/17/09",LSE,1,-85.11059000000,46.75568000000,567765.42520000000,689711.38331000000,,,
7843,48-738,No Name,Luce,pt added 9/2/02,LSE,1,-85.31473000000,46.64886000000,552277.62662000000,677682.57374000000,,,
7844,17-611,Water Tank Lakes (NW),Chippewa,pt added 9/2/02,LSE,1,-85.18338000000,46.60552000000,562380.05436000000,672962.64759000000,,,
7845,17-612,Camp Ten Lakes (NE),Chippewa,pt added 9/2/02,LSE,1,-85.13994000000,46.57653000000,565742.68709000000,669776.35374000000,,,
7846,17-613,Camp Ten Lakes (SE),Chippewa,pt added 9/2/02,LSE,1,-85.14098000000,46.57197000000,565668.34884000000,669269.10452000000,,,
7847,2-369,No Name,Alger,pt added 09/30/02,LSE,1,-86.85029000000,46.38537000000,434457.50213000000,648517.89731000000,,,
7848,48-597,No Name,Luce,pt added 10/01/02,LSE,1,-85.55938000000,46.59902000000,533586.10190000000,672009.13741000000,,,
7849,48-454,No Name,Luce,pt added 10/01/02,LSE,1,-85.35966000000,46.61127000000,548873.11643000000,673476.25318000000,,,
7850,48-401,No Name,Luce,pt added 10/01/02,LSE,1,-85.86360000000,46.54329000000,510294.51337000000,665729.10065000000,,,
7851,49-368,Lucky Lake,Mackinac,pt added 10/02/02,LSE,1,-85.42312000000,46.22307000000,544329.43529000000,630300.49345000000,,,
7852,49-360,No Name,Mackinac,pt added 10/02/02,LSE,1,-85.42055000000,46.24385000000,544511.27580000000,632611.81172000000,,,
7853,49-294,No Name,Mackinac,pt added 10/02/02,LSE,1,-85.16947000000,46.23694000000,563876.33171000000,632015.55684000000,,,
7854,49-292,No Name,Mackinac,pt added 10/02/02,LSE,1,-85.11343000000,46.23761000000,568196.84260000000,632136.64749000000,,,
7855,27-291,Bay Lake,Gogebic,new key changed 09/25/02,LSW,1,-89.48769000000,46.24369000000,231014.40624000000,638343.30275000000,,,
7856,27-1012,Elbow Lake,Gogebic,,LSW,1,-89.78343000000,46.35137000000,208800.12067000000,651351.17111000000,,,
7857,27-1016,Redboat Lake,Gogebic,,LSW,1,-89.77371000000,46.34443000000,209510.78530000000,650544.05348000000,,,
7858,27-1026,McDonald Lake,Gogebic,,LSW,3,-90.00371000000,46.37637000000,192002.77260000000,654964.74475000000,,,
7859,27-104,Devils Head Lake,Gogebic,,LSW,1,-89.24176000000,46.21387000000,249828.98836000000,634223.76464000000,,,
7860,27-1063,Sunday Lake,Gogebic,,LSW,2,-89.96055000000,46.48115000000,195905.46256000000,666432.05009000000,,,
7861,27-108,Duck Lake,Gogebic,,LSW,1,-89.21676000000,46.20832000000,251731.44800000000,633527.91830000000,,,
7862,27-110,Shadow Lake,Gogebic,,LSW,1,-89.15565000000,46.22776000000,256530.02066000000,635497.71703000000,,,
7863,27-111,Allen Lake,Gogebic,,LSW,1,-89.17232000000,46.22498000000,255232.95123000000,635240.59556000000,,,
7864,27-1123,Copper Pond,Gogebic,,LSW,1,-89.89059000000,46.57529000000,201790.05451000000,676617.90496000000,,,
7865,27-113,Anderson Lake,Gogebic,,LSW,1,-89.14593000000,46.21387000000,257218.12100000000,633925.20541000000,,,
7866,27-1139,Spirit Lake,Gogebic,,LSW,1,-90.18901000000,46.58524000000,178997.48348000000,678898.86606000000,,,
7867,27-1146,Saxon Falls Flowage,Gogebic,missing WI part,LSW,5,-90.36863000000,46.54145000000,164976.17205000000,674786.98128000000,,,
7868,27-1147,Sagaigan Lake,Gogebic,,LSW,1,-90.03343000000,46.62915000000,191159.00589000000,683150.73340000000,,,
7869,27-117,Dinner Lake,Gogebic,,LSW,1,-89.13565000000,46.19998000000,257949.34189000000,632351.08535000000,,,
7870,27-119,Wilson Lake,Gogebic,,LSW,1,-89.15843000000,46.20693000000,256223.50268000000,633192.26323000000,,,
7871,27-145,Scout Lake,Gogebic,,LSW,1,-89.12649000000,46.18054000000,258570.95841000000,630163.45542000000,,,
7872,27-148,Hoist Lake,Gogebic,,LSW,1,-89.15843000000,46.18332000000,256118.75090000000,630569.81859000000,,,
7873,36-768,Tamarack Lake,Iron,also Gogebic,LSW,1,-88.98586000000,46.24739000000,269700.82752000000,637168.94201000000,,,
7874,27-150,Wilson Springs,Gogebic,,LSW,1,-89.18376000000,46.18379000000,254167.09737000000,630700.82456000000,,,
7875,27-151,Twist Lake,Gogebic,,LSW,1,-89.20288000000,46.17915000000,252671.21222000000,630245.02462000000,,,
7876,27-16,Taylor Lake,Gogebic,,LSW,1,-89.04093000000,46.24276000000,265437.54635000000,636817.19553000000,,,
7877,27-167,East Bear Lake,Gogebic,,LSW,1,-89.25426000000,46.24165000000,248992.26458000000,637348.57768000000,,,
7878,27-168,Mountain Lake,Gogebic,,LSW,1,-89.25982000000,46.23054000000,248513.26390000000,636132.16816000000,,,
7879,27-170,West Bear Lake,Gogebic,,LSW,1,-89.26260000000,46.24165000000,248350.09790000000,637375.06268000000,,,
7880,27-172,Clear Lake,Gogebic,,LSW,1,-89.27221000000,46.24925000000,247644.39247000000,638249.56703000000,,,
7881,27-173,Liluis Lake,Gogebic,,LSW,1,-89.26538000000,46.23193000000,248091.38516000000,636304.01098000000,,,
7882,27-177,Jay Lake,Gogebic,,LSW,1,-89.28204000000,46.23471000000,246819.64298000000,636665.77604000000,,,
7883,27-178,High Lake,Gogebic,,LSW,1,-89.27788000000,46.23748000000,247153.52852000000,636960.98724000000,,,
7884,27-179,Kerr Lake,Gogebic,,LSW,1,-89.27649000000,46.24304000000,247286.16938000000,637573.62885000000,,,
7885,27-18,Beaver Pond,Gogebic,,LSW,1,-89.08241000000,46.24259000000,262240.28237000000,636921.96571000000,,,
7886,27-180,Crooked Lake,Gogebic,,LSW,1,-89.29176000000,46.23332000000,246063.83936000000,636542.68281000000,,,
7887,27-181,Corey Lake,Gogebic,,LSW,1,-89.29787000000,46.23204000000,245587.53448000000,636419.87045000000,,,
7888,27-184,Katherine Lake,Gogebic,,LSW,1,-89.31260000000,46.24026000000,244490.49703000000,637381.14513000000,,,
7889,27-188,Clark Lake,Gogebic,,LSW,1,-89.31676000000,46.22498000000,244098.12915000000,635697.76837000000,,,
7890,27-191,Helen Lake,Gogebic,,LSW,1,-89.34077000000,46.24374000000,242335.86707000000,637858.31268000000,,,
7891,27-193,Long Lake,Gogebic,,LSW,1,-89.36676000000,46.24165000000,240322.75899000000,637711.90762000000,,,
7892,27-194,Snap Jack Lake,Gogebic,,LSW,1,-89.35565000000,46.24721000000,241205.20212000000,638292.42985000000,,,
7893,27-195,Dorothy Lake,Gogebic,,LSW,1,-89.34454000000,46.22360000000,241950.39121000000,635633.76952000000,,,
7894,27-199,Elsie Lake,Gogebic,,LSW,1,-89.34176000000,46.22443000000,242168.37632000000,635717.22732000000,,,
7895,27-200,Louise Lake,Gogebic,,LSW,1,-89.34176000000,46.22915000000,242190.56577000000,636241.78507000000,,,
7896,27-206,Trapper Lake,Gogebic,,LSW,1,-89.25565000000,46.21351000000,248756.55343000000,634227.57512000000,,,
7897,27-211,Germain Lake,Gogebic,,LSW,1,-89.26567000000,46.21315000000,247982.25655000000,634219.84843000000,,,
7898,27-220,Glimmerglass Lake,Gogebic,,LSW,1,-89.32093000000,46.21665000000,243738.08888000000,634785.75362000000,,,
7899,27-221,Whitefish Lake,Gogebic,,LSW,1,-89.35010000000,46.20832000000,241450.14374000000,633955.07447000000,,,
7900,27-223,Hay Lake,Gogebic,,LSW,1,-89.33065000000,46.21387000000,242975.46385000000,634508.76851000000,,,
7901,27-227,Johnston Springs,Gogebic,,LSW,1,-89.34371000000,46.19026000000,241857.94465000000,631928.93358000000,,,
7902,27-23,Sun Lake,Gogebic,,LSW,1,-89.10010000000,46.24304000000,260879.09105000000,637025.18570000000,,,
7903,27-232,Moss Lake,Gogebic,,LSW,1,-89.32232000000,46.19165000000,243514.26612000000,632013.62694000000,,,
7904,27-248,Lois Lake,Gogebic,,LSW,1,-89.25149000000,46.19860000000,249009.59059000000,632557.68049000000,,,
7905,27-249,Marsh Lake,Gogebic,,LSW,1,-89.24926000000,46.18943000000,249139.11111000000,631532.48419000000,,,
7906,27-265,Thousand Island Lake,Gogebic,,LSW,2,-89.40010000000,46.22915000000,237694.31285000000,636433.66405000000,,,
7907,27-267,Midget Lake,Gogebic,,LSW,1,-89.40914000000,46.24460000000,237071.41209000000,638179.58941000000,,,
7908,27-27,Powwow Lake,Gogebic,,LSW,1,-89.11954000000,46.24304000000,259380.67085000000,637084.14154000000,,,
7909,27-274,Cox Lake,Gogebic,,LSW,1,-89.42510000000,46.24165000000,235827.56415000000,637905.20627000000,,,
7910,27-275,Cisco Lake,Gogebic,,LSW,5,-89.44593000000,46.24165000000,234222.16715000000,637975.05308000000,,,
7911,27-281,Guides Lake,Gogebic,,LSW,1,-89.45968000000,46.23918000000,233150.98483000000,637746.35978000000,,,
7912,27-283,Grace Lake,Gogebic,,LSW,1,-89.46260000000,46.24721000000,232964.86484000000,638648.18760000000,,,
7913,27-284,Dumbbell Lake,Gogebic,,LSW,1,-89.46353000000,46.23100000000,232814.16149000000,636851.06711000000,,,
7914,27-285,McCullough Lake,Gogebic,,LSW,1,-89.47093000000,46.24221000000,232298.37889000000,638121.07414000000,,,
7915,27-287,Big Mosquito Lake,Gogebic,,LSW,1,-89.47046000000,46.24617000000,232354.19057000000,638559.70538000000,,,
7916,27-289,Emeline Lake,Gogebic,,LSW,1,-89.47926000000,46.23887000000,231639.85829000000,637779.17335000000,,,
7917,27-298,Brown Lake,Gogebic,,LSW,1,-89.47371000000,46.21665000000,231959.45792000000,635292.31257000000,,,
7918,27-30,Imp Lake,Gogebic,,LSW,1,-89.07510000000,46.21665000000,262691.67750000000,634018.89483000000,,,
7919,27-301,Gray Lake,Gogebic,,LSW,1,-89.45010000000,46.22221000000,233806.70657000000,635829.47445000000,,,
7920,27-305,Lindsley Lake,Gogebic,,LSW,1,-89.42788000000,46.21804000000,235499.67238000000,635292.19782000000,,,
7921,27-306,Jane Lake,Gogebic,,LSW,1,-89.44176000000,46.21943000000,234435.63375000000,635492.91606000000,,,
7922,27-309,Fishhawk Lake,Gogebic,,LSW,1,-89.41676000000,46.21665000000,236349.59114000000,635100.81797000000,,,
7923,27-311,Mule Lake,Gogebic,,LSW,1,-89.38482000000,46.21804000000,238819.04331000000,635149.05768000000,,,
7924,27-312,Siskin Lake,Gogebic,,LSW,1,-89.36954000000,46.21943000000,240003.47177000000,635252.86154000000,,,
7925,27-314,Daisy Lake,Gogebic,,LSW,1,-89.36676000000,46.21665000000,240204.41475000000,634935.30912000000,,,
7926,27-315,Dream Lake,Gogebic,,LSW,1,-89.37510000000,46.20693000000,239515.83486000000,633882.84754000000,,,
7927,27-316,Indian Lake,Gogebic,,LSW,1,-89.38482000000,46.21110000000,238785.99484000000,634377.72060000000,,,
7928,27-318,East Bay Lake,Gogebic,,LSW,1,-89.40704000000,46.20276000000,237032.67061000000,633525.88354000000,,,
7929,27-319,Poor Lake,Gogebic,,LSW,1,-89.40426000000,46.21248000000,237293.34928000000,634596.40947000000,,,
7930,27-320,West Bay Lake,Gogebic,,LSW,1,-89.42788000000,46.20415000000,235432.73423000000,633749.64789000000,,,
7931,27-321,Morley Lake,Gogebic,,LSW,1,-89.43343000000,46.21387000000,235051.29898000000,634848.00092000000,,,
7932,27-322,"Big Lake, Michigan Bay",Gogebic,missing WI part,LSW,1,-89.44399000000,46.20998000000,234218.60267000000,634451.51061000000,,,
7933,27-325,Dutch Lake,Gogebic,,LSW,1,-89.45982000000,46.21387000000,233016.71907000000,634936.78115000000,,,
7934,27-327,Mamie Lake,Gogebic,,LSW,1,-89.38899000000,46.19165000000,238372.07356000000,632231.97256000000,,,
7935,27-331,Kinwamakwad Lake,Gogebic,,LSW,1,-89.50222000000,46.23583000000,229855.93126000000,637518.87709000000,,,
7936,27-333,Moccasin Lake,Gogebic,,LSW,1,-89.51260000000,46.23471000000,229050.51870000000,637430.12634000000,,,
7937,27-334,Hummingbird Lake,Gogebic,,LSW,1,-89.50588000000,46.24359000000,229611.91274000000,638394.22196000000,,,
7938,27-335,Bergner Lake,Gogebic,,LSW,1,-89.51260000000,46.24582000000,229105.42296000000,638664.11912000000,,,
7939,27-338,Roach Lake,Gogebic,missing WI part,LSW,1,-89.54988000000,46.22772000000,226142.00831000000,636782.27952000000,,,
7940,27-339,Cranberry Lake,Gogebic,,LSW,1,-89.56982000000,46.23253000000,224629.25574000000,637386.03960000000,,,
7941,27-341,Nansen Lake,Gogebic,,LSW,1,-89.57301000000,46.24242000000,224433.53875000000,638495.89233000000,,,
7942,27-343,Richard Lake,Gogebic,,LSW,1,-89.59454000000,46.24165000000,222770.36586000000,638485.70859000000,,,
7943,27-345,Little Presque Isle La,Gogebic,missing WI part,LSW,1,-89.60381000000,46.23889000000,222042.52170000000,638211.89894000000,,,
7944,27-346,Moosehead Lake,Gogebic,,LSW,1,-89.60843000000,46.24165000000,221700.11336000000,638534.54623000000,,,
7945,27-349,Tenderfoot Lake,Gogebic,missing WI part,LSW,1,-89.52581000000,46.22352000000,227976.66801000000,636233.18866000000,,,
7946,27-350,Plum Lake,Gogebic,,LSW,1,-89.50843000000,46.22360000000,229316.83345000000,636181.85191000000,,,
7947,27-353,Kickapoo Lake,Gogebic,,LSW,1,-89.49788000000,46.22498000000,230137.29723000000,636300.01990000000,,,
7948,27-354,Inkpot Lake,Gogebic,,LSW,1,-89.50704000000,46.22776000000,229444.45881000000,636639.88566000000,,,
7949,27-357,Cyrus Lake,Gogebic,,LSW,1,-89.64315000000,46.24721000000,219052.93925000000,639274.39756000000,,,
7950,27-363,Bracken Lake,Gogebic,,LSW,1,-89.04246000000,46.33063000000,265695.28105000000,646580.78866000000,,,
7951,27-364,Buck Lake,Gogebic,,LSW,1,-89.10927000000,46.31998000000,260508.98489000000,645599.05345000000,,,
7952,27-367,Perch Lake,Gogebic,,LSW,1,-89.10427000000,46.31110000000,260854.94953000000,644596.62171000000,,,
7953,27-368,Little Castle Lake,Gogebic,,LSW,1,-89.07727000000,46.31768000000,262961.48353000000,645246.76241000000,,,
7954,27-369,Castle Lake,Gogebic,,LSW,1,-89.07371000000,46.31526000000,263224.76965000000,644967.47319000000,,,
7955,27-386,Plains Lake,Gogebic,,LSW,1,-88.99934000000,46.29909000000,268880.09927000000,642950.78204000000,,,
7956,27-404,Bluegill Lake,Gogebic,,LSW,1,-89.02470000000,46.30303000000,266944.89047000000,643462.77949000000,,,
7957,27-424,Sherman Pond,Gogebic,,LSW,1,-89.08963000000,46.29836000000,261925.73930000000,643137.83997000000,,,
7958,27-429,Gallagher Lake,Gogebic,,LSW,1,-89.10704000000,46.28165000000,260512.57947000000,641334.70161000000,,,
7959,27-443,Englesby Lake,Gogebic,,LSW,1,-88.99593000000,46.27498000000,269041.11259000000,640263.75307000000,,,
7960,27-495,Marion Lake,Gogebic,,LSW,1,-89.08760000000,46.26387000000,261932.78217000000,639301.40123000000,,,
7961,27-499,Slope Lake,Gogebic,,LSW,1,-89.11538000000,46.26665000000,259805.09770000000,639693.93681000000,,,
7962,27-506,Tomassi Lake,Gogebic,,LSW,1,-89.05704000000,46.25276000000,264238.91244000000,637975.78810000000,,,
7963,27-508,Horseshoe Lake,Gogebic,,LSW,1,-89.06676000000,46.25415000000,263495.73829000000,638159.08568000000,,,
7964,27-512,Deadman Lake,Ontonagon,,LSW,1,-89.12232000000,46.33526000000,259571.44807000000,647335.60121000000,,,
7965,27-515,Brush Lake,Gogebic,,LSW,1,-89.23760000000,46.32776000000,250668.77424000000,646859.85325000000,,,
7966,27-517,Sucker Lake,Gogebic,,LSW,1,-89.25364000000,46.30370000000,249324.39775000000,644237.76481000000,,,
7967,27-520,Bass Lake,Gogebic,,LSW,1,-89.17427000000,46.30498000000,255440.01738000000,644132.05493000000,,,
7968,27-522,Croziers Lake,Gogebic,,LSW,1,-89.12308000000,46.30040000000,259359.63424000000,643465.35677000000,,,
7969,27-578,Cutters Pond,Gogebic,,LSW,1,-89.20409000000,46.26398000000,252959.33692000000,639670.59910000000,,,
7970,27-582,Raven Lake,Gogebic,,LSW,1,-89.22093000000,46.26110000000,251649.13921000000,639402.90248000000,,,
7971,27-592,Porcupine Lake,Gogebic,,LSW,1,-89.23899000000,46.25832000000,250245.52704000000,639151.23360000000,,,
7972,27-595,Rickles Lake,Gogebic,,LSW,1,-89.21191000000,46.24928000000,252291.00156000000,638062.29339000000,,,
7973,27-603,Winter Lake,Gogebic,,LSW,1,-89.19315000000,46.26026000000,253785.23696000000,639223.51547000000,,,
7974,27-611,Lumberjack Lake,Gogebic,,LSW,1,-89.14490000000,46.25109000000,257462.35323000000,638055.11862000000,,,
7975,27-615,Opal Lake,Gogebic,,LSW,1,-89.12926000000,46.24998000000,258661.92415000000,637885.02569000000,,,
7976,27-616,Jaybird Lake,Gogebic,,LSW,1,-89.25982000000,46.31943000000,248920.76356000000,646004.60448000000,,,
7977,66-222,County Line Lake,Ontonagon,also Gogebic Co,LSW,1,-89.27510000000,46.33332000000,247809.09335000000,647595.85787000000,,,
7978,27-618,Ox Yoke Lake,Gogebic,,LSW,1,-89.28173000000,46.31928000000,247233.88061000000,646058.15703000000,,,
7979,27-619,Musque Lake,Gogebic,,LSW,1,-89.29454000000,46.32554000000,246277.15864000000,646794.37017000000,,,
