OBJECTID,NEW_KEY,LAKE_NAME,COUNTY,NOTE24,FMU,ORIGIN,LONG_DD,LAT_DD,X_Coord_MG,Y_Coord_MG,,,
815,52-777,Voelker Lake,Marquette,,LMN,2,-87.67121000000,46.37304000000,371311.96339000000,648150.34866000000,,,
816,52-811,Island Lake,Marquette,,LMN,1,-87.80010000000,46.38665000000,361435.06846000000,649879.41030000000,,,
817,52-812,Tanglefoot Lake,Marquette,,LMN,1,-87.82649000000,46.36693000000,359355.85973000000,647734.71433000000,,,
1277,52-369,Chain Lake (south),Marquette,part of group of lakes,LMN,1,-87.63774000000,46.28657000000,373687.57301000000,638489.71819000000,,,
1278,7-184,no name,Baraga,H&G match,LMN,1,-88.20425000000,46.55896000000,330899.58942000000,669805.83357000000,,,
1279,2-337,Wetmore Lake (North),Alger,H&G match,LMN,1,-86.55190000000,46.36899000000,457388.17089000000,646496.95639000000,,,
1280,36-2069,no name,Iron,west of Paint Lake,LMN,1,-88.89316000000,46.34860000000,277255.86833000000,648146.17231000000,,,
1281,36-2132,no name,Iron,swelling of Mitigwaki Cr,LMN,1,-88.88980000000,46.34376000000,277494.45020000000,647598.07876000000,,,
1282,52-384,Charley Lake (west),Marquette,part of group of lakes,LMN,1,-87.63353000000,46.26164000000,373955.03049000000,635713.21953000000,,,
1283,52-383,Charley Lake (east),Marquette,part of group of lakes,LMN,1,-87.62685000000,46.26072000000,374467.13890000000,635600.62831000000,,,
1284,52-1808,no name,Marquette,south of tailings ponds,LMN,3,-87.95209000000,46.36238000000,349684.31976000000,647459.15164000000,,,
1285,21-312,no name,Delta,in wetland / H&G match,LMN,1,-86.66905000000,46.06222000000,448091.52851000000,612481.33732000000,,,
1286,7-163,no name,Baraga,H&G call CARD LAKE,LMN,1,-88.20826000000,46.56960000000,330625.27056000000,670996.52357000000,,,
1287,52-1811,Hay Lake,Marquette,drains to Bear Creek,LMN,1,-87.62609000000,46.30361000000,374623.46498000000,640364.01580000000,,,
1288,36-661,Michigamme Slough (nor,Iron,west of Michigamme Res.,LMN,1,-88.25094000000,46.16646000000,326081.87904000000,626305.14855000000,,,
1289,36-660,Michigamme Slough (sou,Iron,west of Michigamme Res.,LMN,1,-88.25011000000,46.16077000000,326128.15261000000,625671.20040000000,,,
1290,2-799,Teal Lake (northeast),Alger,added new New_Key #,LMN,1,-86.08903000000,46.56775000000,493013.45293000000,668440.50896000000,,,
1291,52-1327,no name,Marquette,some name Little Brocky,LMN,1,-87.84175000000,46.58215000000,358738.50264000000,671671.70623000000,,,
1292,52-1833,no name,Marquette,in marsh; out to O'Neil,LMN,1,-87.51696000000,46.37402000000,383175.97852000000,648020.42477000000,,,
1293,52-1834,no name,Marquette,in marsh; out to O'Neil,LMN,1,-87.50727000000,46.36855000000,383908.96281000000,647398.37861000000,,,
1294,7-211,no name,Baraga,"H&G, atlas call OLSON L.",LMN,1,-88.18140000000,46.51556000000,332517.17196000000,664936.11845000000,,,
1295,52-1835,no name,Marquette,where H&G # 52-727 was,LMN,2,-87.55575000000,46.39329000000,380234.96492000000,650219.09544000000,,,
1296,36-2153,no name,Iron,Peterson Cr. floods mars,LMN,1,-88.41483000000,46.18994000000,313511.88308000000,629286.48425000000,,,
1297,22-206,no name,Dickinson,W. Br. Sturgeon River,LMN,1,-88.08300000000,46.05606000000,338721.91060000000,613687.75147000000,,,
1298,2-716,no name,Alger,H&G call lake FORWALL,LMN,1,-86.15254000000,46.51172000000,488134.26748000000,662221.87187000000,,,
1299,75-631,no name,Schoolcraft,wildlife flooding,LMN,7,-86.00015000000,46.27981000000,499826.97801000000,636442.09139000000,,,
1300,52-1018,no name,Marquette,Rolling Mill Pond (unoff,LMN,1,-87.58820000000,46.48364000000,377941.18658000000,660306.27690000000,,,
1301,52-1836,no name,Marquette,added new New_Key #,LMN,3,-87.31652000000,46.27383000000,398404.70888000000,636614.12432000000,,,
1302,49-450,no name,Mackinac,wetland lake/pond,LMN,1,-85.65099000000,46.19152000000,526770.89861000000,626691.70627000000,,,
1303,21-555,no name,Delta,in wetland area,LMN,1,-86.85906000000,46.00569000000,433328.44830000000,606340.78762000000,,,
1304,52-941,no name,Marquette,in/out via Caps Creek,LMN,1,-88.02836000000,46.33689000000,343745.98216000000,644775.25907000000,,,
1305,75-1100,no name,Schoolcraft,along Clark ditch,LMN,1,-85.98952000000,46.31656000000,500645.20630000000,640526.21515000000,,,
1306,36-159,no name,Iron,east of Maggie Lakes,LMN,1,-88.45676000000,46.01079000000,309660.72667000000,609484.65532000000,,,
1307,7-40,no name,Baraga,Hamilton Dam on Fence R.,LMN,3,-88.20759000000,46.44767000000,330298.38731000000,657450.36448000000,,,
1308,55-95,no name,Menominee,S. of Rosebush Lake,LMN,1,-87.79448000000,45.48335000000,359605.41300000000,549520.73552000000,,,
1309,52-1838,no name,Marquette,stream conv./marsh flood,LMN,1,-87.99662000000,46.43695000000,346468.34556000000,655829.32398000000,,,
1310,36-2154,no name,Iron,wetland lake / pond,LMN,1,-88.38630000000,46.39310000000,316392.70502000000,651786.58298000000,,,
1311,52-1839,tailings pond,Marquette,tailings pond,LMN,14,-87.63812000000,46.43042000000,373987.86453000000,654471.36214000000,,,
1312,75-1006,no name,Schoolcraft,H&G match,LMN,1,-86.19229000000,46.48123000000,485076.51349000000,658840.68030000000,,,
1313,7-377,no name,Baraga,swelling of unnamed Cr.,LMN,1,-88.16434000000,46.63780000000,334197.95855000000,678480.27043000000,,,
1314,75-414,no name,Schoolcraft,in wildlife refuge area,LMN,1,-86.31437000000,46.24269000000,475602.68625000000,632364.73636000000,,,
818,52-821,Skinnies Lake,Marquette,,LMN,1,-87.86927000000,46.34915000000,356019.45112000000,645836.50743000000,,,
819,52-823,Perch Lake,Marquette,,LMN,1,-87.80204000000,46.33832000000,361163.56362000000,644513.16837000000,,,
820,52-83,Bilsky Lake,Marquette,,LMN,1,-87.47899000000,46.23832000000,385814.95264000000,632889.34576000000,,,
821,52-839,Michigamme Basin,Marquette,,LMN,5,-87.98565000000,46.40165000000,347211.96342000000,651886.57096000000,,,
822,52-846,Perch Lake,Marquette,,LMN,1,-87.95565000000,46.40082000000,349515.30554000000,651736.55110000000,,,
823,52-847,Milwaukee Lake,Marquette,,LMN,1,-87.96288000000,46.39665000000,348948.78450000000,651287.47217000000,,,
824,52-851,Birch Lake,Marquette,,LMN,1,-87.89399000000,46.40054000000,354254.05219000000,651590.61319000000,,,
825,52-859,Beaver Lake,Marquette,,LMN,1,-87.93565000000,46.37443000000,350980.79090000000,648767.17620000000,,,
826,52-861,Third Lake,Marquette,,LMN,1,-87.92815000000,46.36776000000,351539.46919000000,648012.57251000000,,,
827,52-865,Petcuson Lake,Marquette,,LMN,1,-87.92565000000,46.37443000000,351749.72336000000,648748.43937000000,,,
828,52-87,Tonkowa Lake,Marquette,,LMN,1,-87.49121000000,46.24360000000,384883.76584000000,633493.32876000000,,,
829,52-871,Bengston Lake,Marquette,,LMN,1,-87.96232000000,46.35110000000,348866.16228000000,646225.51374000000,,,
830,52-876,Sunson Lake,Marquette,,LMN,1,-87.89204000000,46.33943000000,354241.44465000000,644797.92602000000,,,
831,52-877,Twin Lakes,Marquette,,LMN,1,-87.90510000000,46.34165000000,353242.81230000000,645068.94592000000,,,
832,52-88,Sleighrunner Lake,Marquette,,LMN,1,-87.49399000000,46.23887000000,384659.76780000000,632972.74718000000,,,
833,52-91,Anderson Lake,Marquette,,LMN,1,-87.49177000000,46.22221000000,384796.30004000000,631117.86278000000,,,
834,52-913,Grant Lake,Marquette,,LMN,1,-88.07010000000,46.35887000000,340597.90379000000,647300.56805000000,,,
835,52-914,Wahlstrom Lake,Marquette,,LMN,1,-87.99871000000,46.37443000000,346132.31459000000,648887.57213000000,,,
836,52-915,Hot Jack Lake,Marquette,,LMN,1,-87.99649000000,46.36749000000,346283.72720000000,648111.84599000000,,,
837,52-926,Penglase Lake,Marquette,,LMN,1,-88.08677000000,46.35137000000,339294.03541000000,646501.03726000000,,,
838,52-931,Bullhead Lake,Marquette,,LMN,1,-88.10565000000,46.34415000000,337819.69191000000,645737.20787000000,,,
839,52-996,Harvey Lake,Marquette,,LMN,1,-87.48343000000,46.43332000000,385877.11709000000,654560.05256000000,,,
840,55-11,Westman Lake,Menominee,,LMN,1,-87.43982000000,45.43276000000,387219.80151000000,543341.17854000000,,,
841,55-14,Wagner Lake,Menominee,,LMN,1,-87.52343000000,45.45721000000,380731.67125000000,546177.51516000000,,,
842,55-15,Johnson Lake,Menominee,,LMN,1,-87.74787000000,45.46276000000,363197.68936000000,547152.92423000000,,,
843,55-16,"Ann, Lake",Menominee,,LMN,1,-87.75037000000,45.45554000000,362984.72508000000,546354.90578000000,,,
844,55-17,"Mary, Lake",Menominee,,LMN,1,-87.75704000000,45.45249000000,362456.10924000000,546026.82703000000,,,
845,55-18,Duck Lake,Menominee,,LMN,1,-87.76343000000,45.44026000000,361926.68380000000,544680.07324000000,,,
846,55-20,Longrie Lake,Menominee,,LMN,1,-87.74260000000,45.42360000000,363515.65597000000,542792.90465000000,,,
847,55-21,Johnson Lake,Menominee,,LMN,1,-87.77649000000,45.42860000000,360876.91049000000,543406.55514000000,,,
848,55-23,Becher Lake,Menominee,"Shakey Lakes, 55-31-GRP",LMN,2,-87.80649000000,45.42526000000,358521.94492000000,543088.76169000000,,,
849,55-24,East Lake,Menominee,"Shakey Lakes, 55-31-GRP",LMN,2,-87.81537000000,45.42276000000,357820.30961000000,542826.75529000000,,,
850,55-25,Spring Lake,Menominee,,LMN,1,-87.81871000000,45.43165000000,357581.98780000000,543820.13424000000,,,
851,55-26,Baker Lake,Menominee,,LMN,2,-87.80954000000,45.41804000000,358264.84998000000,542291.87188000000,,,
852,55-27,Bass Lake,Menominee,,LMN,2,-87.81565000000,45.41360000000,357775.48885000000,541808.89905000000,,,
853,55-28,Resort Lake,Menominee,"Shakey Lakes, 55-31-GRP",LMN,2,-87.82343000000,45.42082000000,357185.26152000000,542624.99580000000,,,
854,55-29,Lost Lake,Menominee,,LMN,1,-87.80093000000,45.39832000000,358889.30222000000,540085.69457000000,,,
855,55-3,Bertholdt Lake,Menominee,,LMN,1,-87.59704000000,45.25943000000,374539.36513000000,524318.45379000000,,,
856,55-30,Muskrat Lake,Menominee,,LMN,1,-87.81926000000,45.39082000000,357435.52566000000,539284.93256000000,,,
857,55-31,Long Lake,Menominee,"Shakey Lakes, 55-31-GRP",LMN,2,-87.83510000000,45.41971000000,356269.71106000000,542522.41305000000,,,
858,55-32,Osborn Lake,Menominee,,LMN,1,-87.84732000000,45.42387000000,355324.22319000000,543007.28923000000,,,
859,55-35,DeGroote Lake,Menominee,,LMN,1,-87.52982000000,45.51137000000,380347.06387000000,552204.48656000000,,,
860,55-37,Hoglund Lake,Menominee,,LMN,1,-87.48871000000,45.48193000000,383497.32558000000,548872.89982000000,,,
861,55-38,Talbot Pond,Menominee,,LMN,1,-87.60151000000,45.51361000000,374752.28340000000,552562.31173000000,,,
862,55-39,Dawn Lake,Menominee,,LMN,3,-87.76642000000,45.54609000000,361951.97837000000,556441.06650000000,,,
863,55-40,Sunset Lake,Menominee,,LMN,3,-87.76954000000,45.54165000000,361697.70891000000,555953.83084000000,,,
864,55-42,Linnbeck Lake,Menominee,,LMN,1,-87.73760000000,45.48582000000,364056.72066000000,549696.60817000000,,,
865,55-45,Swanson Lake,Menominee,,LMN,1,-87.72565000000,45.47387000000,364961.44862000000,548349.57339000000,,,
866,55-46,Jasper Lake,Menominee,,LMN,1,-87.41886000000,45.59252000000,389173.39231000000,561059.45770000000,,,
867,55-48,Fisher Lake,Menominee,,LMN,1,-87.52260000000,45.63443000000,381171.23690000000,565864.10024000000,,,
868,55-49,Wire Grass Lake,Menominee,,LMN,1,-87.66871000000,45.57249000000,369640.51428000000,559209.97249000000,,,
869,55-5,Hayward Lake,Menominee,,LMN,7,-87.50065000000,45.36443000000,382319.58624000000,535837.16332000000,,,
870,55-94,North Lake,Menominee,was N part Hayward L Flo,LMN,3,-87.48232000000,45.39276000000,383813.48644000000,538958.11912000000,,,
871,55-50,Brandts Lake,Menominee,,LMN,1,-87.76843000000,45.63637000000,362017.15618000000,566474.54402000000,,,
872,55-53,Arnold Lake,Menominee,,LMN,1,-87.42565000000,45.72471000000,388905.46724000000,575754.09938000000,,,
873,55-54,Wheeler Lake,Menominee,,LMN,1,-87.54121000000,45.67721000000,379812.40713000000,570644.17759000000,,,
874,55-55,Kitchners Lake,Menominee,,LMN,1,-87.45426000000,45.66721000000,386563.01836000000,569406.37630000000,,,
875,55-56,Reed Lake,Menominee,,LMN,1,-87.54871000000,45.65610000000,379182.89980000000,568310.20640000000,,,
876,55-57,Kloman Lake,Menominee,,LMN,1,-87.54093000000,45.64332000000,379761.48297000000,566878.96456000000,,,
877,55-58,Hermansville Lake,Menominee,,LMN,3,-87.61177000000,45.70984000000,374390.68763000000,574377.89068000000,,,
878,55-59,Malacca Lake,Menominee,,LMN,1,-87.69176000000,45.69082000000,368119.89214000000,572393.42706000000,,,
879,55-6,Myers Lake,Menominee,,LMN,1,-87.51371000000,45.36415000000,381296.65469000000,535825.59051000000,,,
880,55-62,Merryman Lake,Menominee,,LMN,1,-87.78204000000,45.64499000000,360977.77179000000,567454.70171000000,,,
881,55-64,Little Indian Lake,Menominee,,LMN,1,-87.42871000000,45.75749000000,388732.88493000000,579399.77069000000,,,
882,55-65,Indian Lake,Menominee,,LMN,1,-87.42843000000,45.75082000000,388741.25723000000,578658.72234000000,,,
883,55-66,Little Pine Lake,Menominee,,LMN,1,-87.34704000000,45.73610000000,395043.59626000000,576913.22897000000,,,
884,55-7,Hanson Lake,Menominee,,LMN,1,-87.55399000000,45.30582000000,378016.99172000000,529405.56368000000,,,
885,55-71,Spruce Lake,Menominee,,LMN,1,-87.67121000000,45.78693000000,369943.80454000000,583036.83663000000,,,
886,55-73,Leaper Lake,Menominee,,LMN,1,-87.66510000000,45.77499000000,370391.07041000000,581700.02751000000,,,
887,55-74,"Number Eighteen, Lake",Menominee,,LMN,1,-87.62315000000,45.76471000000,373628.49816000000,580491.04745000000,,,
888,55-75,Burton Lake,Menominee,,LMN,1,-87.36385000000,45.88736000000,394023.37997000000,593739.98861000000,,,
889,55-77,Oliver Lake,Menominee,,LMN,1,-87.46038000000,45.83110000000,386419.94005000000,587622.03494000000,,,
890,55-9,Snakey Lake,Menominee,,LMN,1,-87.76683000000,45.36022000000,361465.00719000000,535794.21668000000,,,
891,55-93,Stephenson Lake,Menominee,,LMN,1,-87.58232000000,45.91387000000,377132.21323000000,596998.70077000000,,,
892,27-154,Davis Lake,Gogebic,,LMN,1,-89.22212000000,46.17094000000,251149.19771000000,629393.44739000000,,,
893,7-13,Fire Lake,Baraga,,LMN,1,-88.19065000000,46.50054000000,331761.36331000000,663287.53922000000,,,
894,7-132,May Lake,Baraga,,LMN,1,-88.57843000000,46.46304000000,301879.38508000000,660019.79904000000,,,
895,7-158,Deer Lake,Baraga,,LMN,1,-88.21315000000,46.58415000000,330295.47415000000,672623.81249000000,,,
896,7-159,Knight Lake,Baraga,,LMN,1,-88.23843000000,46.59249000000,328385.67402000000,673604.06141000000,,,
897,7-16,Heart Lake,Baraga,,LMN,1,-88.21177000000,46.50221000000,330147.08419000000,663517.70142000000,,,
898,7-160,Ruth Lake,Baraga,,LMN,1,-88.21677000000,46.55943000000,329941.83497000000,669885.12953000000,,,
899,7-172,Nelligan Lake,Baraga,,LMN,1,-88.13510000000,46.56387000000,336213.19075000000,670206.61100000000,,,
900,7-176,Thomas Lake,Marquette,,LMN,1,-88.10982000000,46.56971000000,338167.36124000000,670802.58965000000,,,
901,7-178,Coon Lake,Baraga,,LMN,1,-88.15899000000,46.54887000000,334337.23353000000,668589.99735000000,,,
902,7-180,Middle Lake,Baraga,,LMN,1,-88.17204000000,46.55082000000,333342.58703000000,668833.36988000000,,,
903,7-182,Trout Lake,Baraga,,LMN,1,-88.18538000000,46.55471000000,332332.60807000000,669293.56716000000,,,
904,7-183,George Lake,Baraga,,LMN,1,-88.20288000000,46.54915000000,330974.29473000000,668713.70732000000,,,
905,7-19,Fence Lake,Baraga,,LMN,1,-88.18927000000,46.47610000000,331792.73047000000,660569.03112000000,,,
906,7-194,Beaufort Lake,Baraga,,LMN,1,-88.18815000000,46.53665000000,332064.18335000000,667293.75008000000,,,
907,52-1185,Lake Michigamme,Marquette,"nk ch frm 7-199,9/2/03",LMN,5,-88.07377000000,46.48486000000,340681.82931000000,661303.61542000000,,,
908,7-202,Bass Lake,Baraga,,LMN,1,-88.14288000000,46.52860000000,335510.97542000000,666303.71828000000,,,
909,7-206,Petticoat Lake,Baraga,,LMN,1,-88.19482000000,46.51943000000,331500.03665000000,665394.64120000000,,,
910,7-209,Pea Soup Lake,Baraga,,LMN,1,-88.22704000000,46.53082000000,329064.75463000000,666728.93620000000,,,
911,52-1450,Little Michigamme Lake,Marquette,,LMN,1,-88.11454000000,46.50860000000,337624.00670000000,664023.42394000000,,,
912,7-363,Smith Lake,Baraga,,LMN,1,-88.21399000000,46.65832000000,330462.66001000000,680864.60777000000,,,
913,7-385,Loon Lake,Baraga,,LMN,1,-88.22510000000,46.62471000000,329507.57705000000,677154.70217000000,,,
914,7-388,Clair Lake,Baraga,,LMN,1,-88.19121000000,46.62471000000,332101.28743000000,677082.17621000000,,,
915,7-389,Craig Lake,Baraga,,LMN,1,-88.18621000000,46.61082000000,332441.25771000000,675528.65150000000,,,
916,7-395,Crooked Lake,Baraga,,LMN,1,-88.15565000000,46.60276000000,334755.99922000000,674569.53442000000,,,
917,7-400,Long Lake,Baraga,,LMN,1,-88.23427000000,46.61193000000,328765.81609000000,675755.02709000000,,,
918,7-401,Van Lake,Baraga,,LMN,1,-88.22704000000,46.59887000000,329277.86493000000,674289.14974000000,,,
919,7-403,Teddy Lake,Baraga,,LMN,1,-88.20510000000,46.60221000000,330968.49720000000,674612.26472000000,,,
920,52-1606,"Keewaydin, Lake",Marquette,,LMN,1,-88.10683000000,46.60238000000,338493.08795000000,674425.95401000000,,,
921,7-5,Nelson Lake,Baraga,,LMN,1,-88.17788000000,46.49415000000,332722.03679000000,662550.71356000000,,,
922,75-1000,Fork Lake,Schoolcraft,,LMN,1,-86.23538000000,46.48721000000,481771.43217000000,659513.40271000000,,,
923,75-1002,Otter Lake,Schoolcraft,,LMN,1,-86.21093000000,46.48610000000,483647.28407000000,659384.80786000000,,,
924,75-101,Millaquaka Lake,Schoolcraft,,LMN,1,-85.92093000000,45.99999000000,505962.14205000000,605354.02063000000,,,
925,75-1017,Driggs Lake,Schoolcraft,,LMN,1,-86.17843000000,46.45721000000,486134.74870000000,656168.78746000000,,,
926,75-1020,Buck Lake,Schoolcraft,,LMN,1,-86.19452000000,46.46050000000,484899.88312000000,656537.82927000000,,,
927,75-1025,Cranberry Lake,Schoolcraft,,LMN,1,-86.18343000000,46.45138000000,485749.32961000000,655521.48947000000,,,
928,75-103,Shuberts Lake,Schoolcraft,,LMN,1,-85.92621000000,45.98721000000,505554.79871000000,603933.87597000000,,,
929,75-1030,Greenway Lake,Schoolcraft,,LMN,1,-86.16538000000,46.45165000000,487136.04008000000,655549.42807000000,,,
930,75-1031,Perch Lake,Schoolcraft,,LMN,1,-86.14038000000,46.44832000000,489055.43800000000,655175.39637000000,,,
931,75-1034,Lone Lake,Schoolcraft,,LMN,1,-86.19512000000,46.43590000000,484847.37146000000,653803.91841000000,,,
932,75-1035,Deer Lake,Alger,,LMN,1,-86.24343000000,46.50693000000,481159.77299000000,661706.68610000000,,,
933,75-1046,Fawn Lake,Schoolcraft,,LMN,1,-86.29621000000,46.50026000000,477107.79014000000,660979.45975000000,,,
934,75-1048,Gemini Lakes,Schoolcraft,,LMN,2,-86.30343000000,46.48860000000,476548.76504000000,659685.11406000000,,,
935,75-105,Shoepac Lake,Schoolcraft,,LMN,1,-85.87954000000,45.99499000000,509167.89222000000,604802.57035000000,,,
936,75-1054,Ross Lake,Schoolcraft,,LMN,1,-86.25760000000,46.48082000000,480063.62638000000,658808.65322000000,,,
937,75-1061,Little Ross Lake,Schoolcraft,,LMN,1,-86.24760000000,46.47304000000,480828.58460000000,657942.10539000000,,,
938,75-1063,Silver Lake,Schoolcraft,,LMN,1,-86.25232000000,46.46193000000,480462.23312000000,656708.49202000000,,,
939,75-1065,Canoe Lake,Schoolcraft,,LMN,1,-86.29232000000,46.46165000000,477390.68842000000,656688.04619000000,,,
940,75-1069,Stoner Pond,Schoolcraft,,LMN,1,-86.35354000000,46.46665000000,472692.18416000000,657261.66782000000,,,
941,75-1078,Worchester Lake,Schoolcraft,,LMN,1,-86.28149000000,46.44610000000,478216.49591000000,654956.57059000000,,,
942,75-1079,Cusino Lake,Schoolcraft,,LMN,1,-86.25899000000,46.45582000000,479948.13083000000,656031.07325000000,,,
943,75-1087,Clear Creek Trout Pond,Schoolcraft,,LMN,4,-85.91252000000,46.46633000000,506554.14885000000,657171.74734000000,,,
944,75-115,McIntyre Lake,Schoolcraft,,LMN,1,-86.04677000000,46.04749000000,496221.35314000000,610629.43053000000,,,
945,75-116,Mud Lake,Schoolcraft,,LMN,1,-86.07093000000,46.03249000000,494350.27633000000,608964.12497000000,,,
946,75-117,Merwin Lake,Schoolcraft,,LMN,1,-86.07788000000,46.02304000000,493811.82558000000,607915.30450000000,,,
947,75-118,Salter Lake,Schoolcraft,,LMN,1,-86.10565000000,46.01804000000,491661.07020000000,607362.17716000000,,,
948,75-119,Minnow Lake,Schoolcraft,,LMN,1,-86.06760000000,45.99915000000,494605.17496000000,605260.34490000000,,,
949,75-120,Palmer Lake,Schoolcraft,,LMN,1,-86.10121000000,46.00193000000,492002.92506000000,605571.57371000000,,,
950,75-121,Little Muddy Lake,Schoolcraft,,LMN,1,-86.00510000000,45.99054000000,499444.77463000000,604301.52040000000,,,
951,75-122,Clemons Lake,Schoolcraft,,LMN,1,-86.12899000000,46.07027000000,489864.13249000000,613167.07867000000,,,
952,75-14,Bursaw Marsh,Schoolcraft,,LMN,1,-86.41815000000,45.84582000000,467371.59214000000,588306.28980000000,,,
953,75-155,Marblehead Lake,Schoolcraft,,LMN,1,-86.12843000000,45.99415000000,489893.75857000000,604710.46932000000,,,
954,75-170,Woodruff Lake,Schoolcraft,,LMN,1,-86.28149000000,46.04471000000,478060.71292000000,610357.61111000000,,,
955,75-171,Smith Slough,Schoolcraft,,LMN,1,-86.30811000000,46.02499000000,475992.39028000000,608174.01461000000,,,
956,75-18,McGinn Lake,Schoolcraft,,LMN,1,-86.38649000000,45.83165000000,469822.82600000000,586720.07267000000,,,
957,75-184,Barnhart Lake,Schoolcraft,,LMN,1,-86.36760000000,46.06054000000,471406.42436000000,612143.80743000000,,,
958,75-211,Cornell Lake,Schoolcraft,,LMN,1,-86.46260000000,45.99713000000,464017.67896000000,605136.10235000000,,,
959,75-212,Tee Lake,Schoolcraft,,LMN,1,-85.87954000000,46.15082000000,509141.16158000000,622117.25229000000,,,
960,75-213,Tad Lake,Schoolcraft,,LMN,1,-85.89538000000,46.15749000000,507917.40321000000,622856.26215000000,,,
961,75-214,Ford Lake,Schoolcraft,,LMN,1,-85.91038000000,46.14915000000,506760.27156000000,621928.90439000000,,,
962,75-215,Chip Lake,Schoolcraft,,LMN,1,-85.93288000000,46.13860000000,505023.73030000000,620754.22876000000,,,
963,75-218,Mezik Lake,Schoolcraft,,LMN,1,-85.97204000000,46.13999000000,501998.48195000000,620906.64039000000,,,
964,75-219,Moon Lake,Schoolcraft,,LMN,1,-85.87315000000,46.13027000000,509638.19058000000,619834.12668000000,,,
965,75-224,"Anne Louise, Lake",Schoolcraft,,LMN,1,-85.91343000000,46.12249000000,506527.68100000000,618965.61537000000,,,
966,75-228,Pelkys Lake,Schoolcraft,,LMN,1,-85.91510000000,46.11304000000,506400.04059000000,617916.13628000000,,,
967,75-229,Rose Lake,Schoolcraft,,LMN,1,-85.86649000000,46.11110000000,510156.87810000000,617705.30900000000,,,
968,75-230,Cedar Lake,Schoolcraft,,LMN,1,-85.94677000000,46.08415000000,503955.20115000000,614704.04929000000,,,
969,75-259,Black Lake,Schoolcraft,,LMN,1,-86.10649000000,46.11915000000,491611.23626000000,618596.59923000000,,,
970,75-275,Tucker Lake,Schoolcraft,,LMN,1,-86.15510000000,46.12915000000,487857.36078000000,619713.72906000000,,,
971,75-277,Smith Lake,Schoolcraft,,LMN,1,-86.22649000000,46.11582000000,482338.24597000000,618245.20743000000,,,
972,75-278,Doyle Lake,Schoolcraft,,LMN,1,-86.22038000000,46.12249000000,482812.46989000000,618984.66503000000,,,
973,75-280,Camp Nine Lakes,Schoolcraft,,LMN,1,-86.23677000000,46.08277000000,481533.26845000000,614574.79035000000,,,
974,75-294,Ashford Lake,Schoolcraft,,LMN,1,-86.29893000000,46.14433000000,476752.12917000000,621431.10847000000,,,
975,75-297,Dodge Lake,Schoolcraft,,LMN,1,-86.26843000000,46.11332000000,479096.28625000000,617977.39101000000,,,
976,75-298,Island Lake,Schoolcraft,,LMN,1,-86.27815000000,46.11888000000,478347.08708000000,618597.26318000000,,,
977,75-30,McDonald Lake,Schoolcraft,,LMN,1,-85.97538000000,45.98527000000,501746.83104000000,603715.43505000000,,,
978,75-301,Ghost Lake,Schoolcraft,,LMN,1,-86.29454000000,46.11915000000,477080.96485000000,618632.65967000000,,,
979,75-302,Kepler Lake,Schoolcraft,,LMN,1,-86.30413000000,46.11824000000,476339.63129000000,618533.40698000000,,,
980,75-303,Aldrich Lake,Schoolcraft,,LMN,1,-86.30260000000,46.12804000000,476462.23149000000,619622.61695000000,,,
981,75-304,Plains Lake,Schoolcraft,,LMN,1,-86.30346000000,46.11127000000,476388.96790000000,617758.72682000000,,,
982,75-305,Bootjack Lake,Schoolcraft,,LMN,1,-86.28954000000,46.11138000000,477464.18112000000,617767.05342000000,,,
983,75-309,Jack Lake,Schoolcraft,,LMN,1,-86.27649000000,46.10888000000,478472.07122000000,617485.73194000000,,,
984,75-311,Crane Lake,Schoolcraft,,LMN,1,-86.25482000000,46.11360000000,480148.15907000000,618004.86115000000,,,
985,75-320,Little Bass Lake,Schoolcraft,,LMN,1,-86.45038000000,46.16110000000,465066.63163000000,623348.87166000000,,,
986,75-321,Bell Lake,Schoolcraft,,LMN,1,-86.45260000000,46.15804000000,464893.16181000000,623010.40297000000,,,
987,75-322,Petite Lake,Schoolcraft,,LMN,1,-86.44863000000,46.15184000000,465195.75702000000,622319.29112000000,,,
988,75-323,Cedar Lake,Schoolcraft,,LMN,1,-86.45204000000,46.14943000000,464930.69069000000,622053.29748000000,,,
989,75-325,Three Island Lake,Schoolcraft,,LMN,1,-86.47232000000,46.15193000000,463366.41521000000,622340.10428000000,,,
990,75-326,Minerva Lake,Schoolcraft,,LMN,1,-86.47649000000,46.14638000000,463040.97163000000,621724.80687000000,,,
991,75-327,Lorraine Lake,Schoolcraft,,LMN,1,-86.48288000000,46.14471000000,462546.45454000000,621542.54652000000,,,
992,75-328,Hughes Lake,Schoolcraft,,LMN,1,-86.47982000000,46.15804000000,462791.34461000000,623022.63926000000,,,
993,75-332,Leg Lake,Schoolcraft,,LMN,1,-86.48482000000,46.13165000000,462387.53738000000,620092.94523000000,,,
994,75-333,Hutt Lake,Schoolcraft,,LMN,1,-86.45399000000,46.13749000000,464772.97124000000,620727.07432000000,,,
995,75-334,Little Murphy Lake,Schoolcraft,,LMN,1,-86.45204000000,46.12776000000,464917.10495000000,619646.03565000000,,,
996,75-335,Doyle Lake,Schoolcraft,,LMN,1,-86.45714000000,46.13250000000,464526.22510000000,620174.45979000000,,,
997,75-336,Murphy Lake,Schoolcraft,,LMN,1,-86.46260000000,46.13249000000,464104.65689000000,620175.34201000000,,,
