UNIQUE_ID,NEW_KEY,IHDLKID
14136,,123397462
13513,,110735791
13972,,123397149
13550,,123397661
13519,,44363094
14108,,44363138
13373,,123110462
13771,,123110485
13710,,123396924
13874,,123397076
13918,,123397321
14001,27-284,123397714
14184,,123397759
14087,,44363128
14123,,44363322
13388,,44363840
13713,,-99
13967,,86671849
13980,,113235833
13882,27-63,123397115
14024,,123397268
13912,,123397290
13524,27-265,123397651
13742,27-333,123397683
13500,,44362954
14058,,44363116
13657,,44363240
13966,,44363894
13944,,92130912
13495,52-662,110735863
14217,,110735925
13637,,123396819
13339,,123396921
13923,,123397059
13432,,123397208
13957,27-75,123397237
13817,,86671847
13485,,110735789
13558,,110736027
13641,,123396822
13829,27-17,123396952
13469,,123397123
13907,,123397546
13735,,-99
13830,,-99
13377,,109946608
13645,,123396899
13664,,123396915
13714,27-179,123397324
14099,27-168,123397524
14116,,44363310
14016,,109946658
13852,,110735849
13945,,110736007
13549,,113235805
13442,27-611,123396910
13998,,123397378
13811,,44363070
13761,,44363260
14255,2-188,44364070
13649,,109946620
13368,,123396802
14157,,123396978
14098,,123397753
14254,75-1096,44363204
69918,2-189,44364108
14047,,-99
14061,,86671931
14029,17-559,123110513
13556,27-615,123396955
13751,27-93,123397245
13352,,123397549
13737,,44362824
13665,75-1094,44363004
13927,,44363112
13863,75-622,44363282
13994,75-761,44363884
13748,52-675,110735873
13840,,123110486
13376,,123396756
14037,,44363292
13520,2-172,44363798
13802,2-252,113235817
13965,52-576,152512527
13981,,-99
13387,,-99
13445,,-99
13514,,-99
13533,,-99
14069,,-99
14100,52-256,152512535
13383,,-99
13507,,-99
13765,,-99
13878,,-99
13846,,-99
13869,,-99
13894,,-99
13359,52-171,152512490
14236,52-308,152512542
13796,,152512512
13378,,152512492
13466,,152512499
13934,52-578,152512521
13614,52-373,152512505
13949,52-184,152512525
13955,,152512522
13534,,-99
13562,,152512504
13726,,-99
14186,52-304,152512546
13499,,-99
13611,,-99
13683,,-99
13685,,-99
13704,,-99
13799,52-497,152512513
13790,,152512511
13892,,-99
13919,,-99
14051,52-295,152512531
13509,52-243,152512502
14174,52-1845,152512539
14153,,152512537
14181,52-192,152512540
13759,52-287,152512510
13992,,152512530
13940,52-577,152512524
14109,,152512536
13943,,152512523
13349,,152512489
13801,,152512514
13853,52-245,152512516
13441,52-556,152512498
13522,52-182,152512528
13818,,-99
13365,52-181,152512491
13530,,-99
14055,,-99
14081,,152512534
14102,,-99
14140,,-99
14162,,-99
13859,,152512518
14010,52-572,152512529
13743,,152512508
14233,,-99
13725,52-186,152512507
13475,52-183,152512500
13560,,-99
13539,,152512503
13731,,152512509
14126,,-99
14154,,152512538
13479,,152512501
14072,52-291,152512532
14215,,152512541
14241,,-99
14076,52-1836,152512533
13828,,152512520
14149,52-297,152512544
13991,52-240,152512526
13843,52-246,152512515
13651,52-1849,152512506
13535,,111830473
13624,,111830479
13604,,111830477
13450,,111830465
13825,,111830471
13839,27-338,123148113
13437,,-99
13521,,-99
13849,,-99
13340,,-99
14084,,-99
14096,,-99
14150,,-99
15038,,44363576
14629,,86671973
14287,,111830545
15013,2-267,113235881
14950,,123110608
14527,27-1170,123397299
15143,,123397834
14870,,44363468
14556,,44363816
15019,2-220,44364366
14455,,86671913
15023,2-270,113235883
14943,27-113,123397692
14925,27-206,123397787
14876,,123397908
14495,,44363766
14980,,44363958
15025,,44364098
14952,2-218,44364347
14271,,123110523
14522,,123397318
14506,27-110,123397552
14764,,123397636
14723,,44363028
15012,,44363580
14860,,110736113
14931,36-472,110736127
15030,,110736187
14435,,111860625
14742,,123110560
14321,,123397351
14365,27-301,123397784
14861,,44363564
14509,,44364136
14966,,86671887
14491,27-199,123397723
14302,,44363236
14890,,44363594
14285,,44364048
15076,,44364332
15129,,111830593
15126,,-99
15136,,-99
15052,,-99
15092,,-99
15117,,123397778
14430,,44363248
14596,,44363436
14789,,44363474
15002,,44363554
15138,,44363660
14431,,44363772
14944,2-217,44364362
14437,75-742,44363864
14409,,86671957
14545,,110736061
14476,,123397897
14658,,44363496
14898,,44363510
15062,,44363652
15114,,44363652
14416,,44363716
15035,,111830565
14507,27-111,123397569
14488,,44364198
14266,17-556,111830535
14823,,92130936
14935,,92130980
15082,,111860651
14717,,123110562
14830,27-316,123397911
14882,2-210,44364338
14833,,86671993
15131,,111830595
14459,,110736103
15046,,123110590
14957,,123397815
14843,,44363372
14692,,44363508
15048,,44363586
14941,,44364181
14524,,44364232
14722,,86671969
14533,,110735977
14831,,110736105
14699,,110736139
14679,,113235871
14542,,123397566
14636,,44363060
14610,,44363064
14872,2-204,44364300
14433,,86671951
15128,,111830587
14702,,110736047
14381,2-262,113235839
15154,,70330153
14318,,123110525
14586,,123397346
14392,,86671955
15055,,111830577
14856,22-331,110736079
14940,,123110606
14640,,123397877
14767,,44363440
14450,,44363738
14687,,123397375
14597,27-108,123397648
15001,,123397712
14851,27-223,123397837
14653,,44363042
14746,2-212,120018199
14379,,86671949
14424,,92130934
15072,,113235891
15053,,111860653
14578,,123110535
14316,27-70,123397431
15061,,44363556
14855,,44363574
14713,,44364216
15016,22-330,110736123
14544,,113235845
14623,,113235855
15017,27-218,70338351
14809,,123397619
14520,2-200,44364120
14483,,86671961
14777,2-261,113235873
14924,,113235879
14548,,123397667
14775,,123397709
14320,,123397795
14294,,44363368
15028,75-1089,44363752
15099,,44364384
14598,,86671943
14426,52-688,110736005
15110,2-100,113235895
15036,,111860661
14415,17-277,123110541
14374,,123397348
14829,,123397625
15022,,123397762
14725,,44363224
14351,75-582,44363378
14484,,44364014
15153,,44364034
14900,,44364104
14968,,44364210
14996,,111830571
14656,,110735971
14414,,110736049
14662,,110736089
14776,2-255,113235865
15127,2-268,113235887
14278,27-173,123397591
14480,,44363748
14405,,44363970
14350,,86671937
15044,,86672025
14305,,-99
14594,,111860565
14466,,123110544
14543,,123397451
14410,,123397580
14497,,44364206
14615,,44364280
15058,,44364282
14485,,92130906
14686,,110736167
14601,,111860567
14853,,111860571
14441,,123397392
14356,27-96,123397560
14439,27-97,123397605
14959,,44363566
14447,,44363742
14793,,92130938
14828,,110736025
15106,,123397695
14696,75-650,44363504
14958,,44364192
14651,,92130896
15118,,92130990
14794,22-323,110736035
14429,,123397454
14783,27-319,123397868
14792,,44363342
14650,,44363490
15098,75-359,44363666
15134,,-99
14977,,44363698
14375,,110736085
15083,,111860655
14272,,123397334
14514,27-305,123397820
14676,,44362994
14380,,44363392
14922,,44363502
14824,75-748,44364024
15125,,111830581
14454,,110736121
14538,,110736121
14473,48-52,44362950
14565,,44363358
14978,,44363538
15042,2-224,44364380
14875,,44363582
14267,2-194,44364020
14376,,86671901
14274,,86671923
15043,,92130964
14304,,110735901
14690,,110736053
14986,,110736069
15007,,110736087
15068,,110736119
14936,17-258,123110574
14799,,123397717
14445,,44362932
14753,75-746,44363950
15027,,44364000
15021,,44364352
14731,,111830555
15004,,92130926
14612,,123397359
14482,,123397518
14994,,123397583
14535,,44363346
15132,,111830589
14328,,110735903
14983,,110736093
14745,,110736137
15041,,110736141
14342,,44363336
14517,,44363470
15059,,44363590
15109,,44364022
14985,,92130924
14464,,123397220
14668,,123397781
14593,,44363370
14481,,44364196
15064,,92130956
14358,,110736091
15070,36-612,110736215
14268,27-71,123397417
14539,,123397471
14576,,123397882
14879,27-320,123398039
14949,27-318,123398039
14715,,110735995
15067,,113235889
14976,,123110572
14998,,123110576
14703,,44363412
14806,,44364238
15144,,44364286
14555,,113235849
15100,,118043455
14563,,123397750
15096,,123397770
14428,,44363110
14592,48-53,44363696
14359,52-686,110735975
14600,2-263,113235863
14836,,123397731
14582,27-311,123397801
14502,,44363356
14432,,44364056
14568,2-206,44364158
14391,,86671953
14743,,110736107
15151,2-95,113235893
14300,,123397429
14804,,123397756
14747,,44363020
14401,,86671889
14678,,110735987
14766,,-99
15054,22-320,110736097
15069,,110736149
14617,,123110533
14689,,123110546
14895,,123110564
14386,,123397473
14816,,44363446
14881,,44363568
14590,,44364226
15081,,44364370
15111,,111830585
15116,,111830585
14878,,92130944
69974,27-220,123397479
14531,,123397645
14760,,110735973
15089,,-99
14345,,110736071
14926,,123110556
14489,,123397513
14501,,44362988
14295,,44364052
14841,,110736165
14857,,110736165
14754,,123110548
14390,,123397465
15008,,111830575
14273,36-887,110736115
14675,,113235869
15056,27-216,70330149
15074,,70330151
14562,75-1099,44363330
14974,,44363560
14638,2-209,44364236
14669,,44364246
14550,,44364258
14671,,92130900
15095,,113235885
14448,,123110531
14487,,44363324
14377,,44363352
14778,27-314,123397840
15078,,123397899
14896,27-221,123397919
14711,,44363034
14802,,44363344
14763,75-586,44363492
15112,,44363620
14490,,44363633
14368,,110735905
14770,,110735997
14965,,110736059
14751,,123110550
14939,,123397585
14406,,44362976
15105,,44363672
15141,,44364028
14784,,44364292
14396,,123397157
14275,,123397312
14721,,123397409
14505,,123397535
14503,27-195,123397734
14567,,123397748
14526,,123397790
14614,,44363338
14446,,44363776
14397,,86671871
15010,,86671921
14494,,86671991
14691,,92130904
14262,52-691,110735939
14707,,110735969
14923,,110736131
14646,,113235857
14970,,118043451
15034,,111860641
15045,,111860669
14701,,123110529
14892,,123110539
14353,27-68,123397420
14826,,44363362
14478,,109946670
14663,27-312,123397803
14580,,123397862
14729,,44363002
14323,,110736081
14371,,110736095
14798,,113235867
15020,,111860657
14827,,123397728
14712,,123397891
14512,,44363014
14984,,110736075
15050,,123110596
14458,,123397206
15080,,123397871
14622,,44363484
14771,75-765,44364044
14528,,86671967
14438,,110735983
14297,,110736033
14461,,123397493
14413,,44363448
15040,,44363552
14372,,86671947
15014,,92130960
14947,,123110558
14995,,123397812
15024,,123397831
14885,,44363092
14659,,44363922
15103,,111830583
14800,,123110537
14886,,123397555
14988,,123397829
14581,,44363398
14564,,44363992
14889,,111830569
14553,,92130914
15093,,92130986
15011,,118043453
14319,,123397367
15026,,44363572
14642,,86671959
15009,,111830573
14933,,123110570
14735,,123397792
14709,,44362996
15152,,44363280
14982,,44364218
14499,27-298,123397860
15133,,44363690
14296,,44363898
14834,,86671977
14584,,110735967
14953,36-747,111860659
14785,,123397501
14387,,123397823
14720,,123397914
14661,,92130916
14884,,111860643
15033,27-315,123397922
14738,,44363382
15087,,86671897
15051,,123110592
14460,,123397197
14719,,123397689
14849,,123397737
14835,27-104,123397739
14561,27-306,123397848
15029,,44363546
15104,,44364016
14814,,86671983
14810,,110735989
15073,,111860689
14667,,123397395
14962,27-30,123397639
14647,27-309,123397845
14419,2-202,44364078
14755,,44364178
14511,17-240,111830547
14613,,111830551
15091,,110736083
14394,,113235843
14572,,123397315
14329,,123397362
14440,,44363250
14932,,110736099
14790,,110736125
14289,,123397326
14332,,123397448
14337,27-200,123397678
69917,2-190,44364108
14325,,44363328
14457,75-581,44363388
14893,,44363602
14645,,86671979
15084,,118043459
14322,,123397485
14938,27-211,123397809
14780,27-321,123397888
14842,48-58,44363206
14758,,44363892
14708,,86671965
14897,36-674,111860573
14695,,123397389
14421,,123397406
14744,,123397437
14261,27-201,123397633
14761,27-325,123397905
14921,,152512564
15137,,-99
14510,,-99
14551,52-196,152512555
14621,,-99
14825,52-265,152512562
14611,52-259,152512556
14929,22-256,152512566
14705,52-319,152512559
14948,,152512567
15077,22-258,152512569
15135,,-99
14765,,152512560
14927,52-1856,152512565
14468,52-384,152512553
14369,52-255,152512548
14733,,-99
14736,,-99
14500,,152512552
14618,,-99
14290,52-1846,152512545
15031,52-261,152512568
14644,52-387,152512558
14779,,-99
14269,,152512543
14523,52-383,152512554
14942,,-99
14423,52-248,152512551
14291,,152512547
14990,,-99
15057,,-99
15066,,-99
15079,,-99
15088,,-99
15090,,-99
14630,52-258,152512557
14795,,-99
14854,52-263,152512563
14402,52-305,152512549
14518,,152512549
14583,17-614,111830521
14475,,111830515
14603,17-618,111830527
14599,17-595,-99
14648,,120018197
14682,2-254,113235853
14399,36-839,110736055
14606,52-589,110735965
14449,,-99
14354,36-943,14354
14479,,-99
14525,,14525
14698,,-99
14609,,14609
14975,36-666,14975
15108,,-99
15122,52-87,15122
15478,,44363768
15582,,44363886
15522,,86672029
15725,,86672119
15517,2-103,92130972
15442,,118043533
15578,49-464,118043577
15627,,118043621
15312,,123397874
15377,,44363826
15793,,44363878
15194,,86671985
15529,,86672021
15232,,86672039
15525,22-346,110736173
15607,22-344,110736173
15666,,110736173
15405,,118043517
15685,,111860639
15402,,123110598
15356,,123110676
15338,,123397989
15372,,44364142
15319,2-105,92130962
15526,,110736205
15576,,110736205
15825,22-354,110736225
15340,,110736255
15515,,44363900
15827,,44364326
15571,,86672033
15300,,118043491
15646,,111860769
15850,,44364058
15705,,86672113
15622,,110736203
15324,,118043507
15474,,118043557
15518,,123398020
15764,,86672083
15681,,86672109
15266,,92130982
15565,,110736209
15395,,118043525
15453,,118043547
15498,,118043563
15439,,123110642
15818,,123110702
15418,,44363714
15376,,44363824
15821,,44364392
15417,49-364,86672095
15203,,110736133
15747,,110736223
15544,,118043579
15555,,111860725
15310,,123397969
15694,,44363872
15812,,44364772
15480,,86672007
15636,,111830643
15521,,118043573
15398,36-771,111860707
15485,,123110682
15254,,44363616
15659,,44363850
15650,,44364744
15849,,92131040
15465,,118043541
15662,,118043597
15190,,123110578
15799,27-257,70330213
15787,,44363966
15286,,86672047
15826,,86672155
15490,,111830619
15511,,111830625
15761,,92131002
15746,,118043623
15731,,118043635
15434,75-414,44364200
15416,49-360,86672067
15718,,86672093
15594,,86672099
15433,,92130970
15167,,110736171
15173,,110736221
15516,,110736237
15672,,-99
15733,27-42,111860783
15531,,123110636
15373,,44364472
15429,,-99
15553,,-99
15769,17-585,123110654
15711,,44363624
15744,,44363624
15601,49-435,44363758
15809,,44364312
15845,75-481,44364870
15801,,86672091
15156,,113235897
15383,,118043513
15552,,111860755
15728,27-43,111860793
15657,75-422,44364410
15421,,44364414
15842,,86672171
15225,,70330159
15214,,123110584
15828,,44364350
15798,75-474,44364740
15408,49-321,86672003
15213,,110736163
15537,,-99
15569,,-99
15644,,-99
15741,,118043653
15804,,-99
15404,27-230,123397977
15616,,44363820
15673,75-377,44364006
15796,,86672147
15248,,92130978
15660,,118043595
15805,,44363686
15279,75-464,44364388
15184,2-10,44364436
15206,2-223,44364436
15351,2-9,44364436
15361,2-6,44364436
15185,2-221,44364448
15663,,86672079
15497,,110736185
15777,,110736211
15358,,-99
15504,36-621,-99
15749,,118043641
15388,,70330163
15366,,123110594
15859,17-586,123110670
15783,,44363680
15726,75-1102,44363954
15212,22-342,110736169
15486,,123397880
15389,,86671927
15316,,86672013
15766,,86672133
15230,,118043465
15277,,118043481
15423,,118043537
15641,,118043605
15396,,70330169
15425,,123110638
15189,27-119,123397826
15860,,44363740
15197,,44363806
15679,,44363956
15155,,44364036
15734,36-498,110736243
15400,,118043521
15564,36-628,110736305
15172,,118043461
15581,,118043583
15252,,123397817
15424,,123398003
15800,,44363684
15614,,44364328
15332,,86672017
15166,,92130994
15455,,118043543
15851,,118043647
15752,,123398060
15637,75-462,44364512
15819,,111830609
15386,,111830615
15293,,118043499
15355,,118043503
15592,,118043585
15676,49-399,118043607
15715,,118043617
15751,,118043627
15742,75-357,44363940
15538,,44364294
15348,2-414,44364516
15549,,44364670
15546,,86672031
15577,2-104,92131020
15628,,118043593
15550,,118043609
15755,,118043643
15671,,111860765
15341,,123110668
15590,,123397916
15378,,123397980
15245,,44364400
15390,,86672053
15716,,86672123
15547,,110736191
15260,36-486,-99
15229,,44363828
15514,,44363846
15832,,44364008
15670,,86672009
15753,,86672101
15638,,86672107
15370,,118043505
15560,,118043587
15483,49-463,118043591
15470,75-468,44364496
15533,,-99
15699,,86672011
15170,,111830599
15846,,110736227
15748,,113235907
15619,,70330177
15735,,86672027
15231,,118043467
15541,,118043575
15707,,111860787
15336,,44363854
15693,,44363978
15375,75-467,44364422
15467,2-5,44364540
15280,,86672049
15664,27-241,70330193
15234,,123110614
15472,17-576,123110616
15503,,44363786
15274,,44364086
15461,,86672063
15227,,92130974
15240,,-99
15251,,118043473
15456,,44363844
15554,,44363926
15754,75-459,44364582
15591,2-8,44364746
15678,,86672005
15563,49-354,86672081
15496,,118043567
15527,,118043599
15841,,118043661
15444,,111860677
15843,,111860813
15337,,123110588
15833,,123398011
15200,75-358,44363838
15706,,44364062
15196,,44364464
15687,2-12,44364682
15831,,44364830
15847,,44364838
15652,,111860775
15574,17-577,123110634
15784,,123110664
15635,2-13,44364702
15645,,118043611
15305,2-11,44364506
15528,49-292,86671971
15297,,92130984
15482,36-490,110736213
15454,,118043553
15584,,111860697
15714,,111860791
15790,17-578,123110658
15426,,123397894
15313,2-14,44364518
15658,,44364638
15717,,92131000
15479,,70330175
15330,,123110674
15523,2-7,44364602
15695,,44364758
15780,,86672087
15704,,110736265
15617,,118043589
15724,,118043619
15758,,70330207
15710,,111860703
15265,,123110602
15854,,44363730
15837,2-30,44364776
15782,49-329,86672103
15629,,111830641
15320,,110736189
15575,,110736197
15271,,118043479
15691,,70330189
15178,,123397686
15762,75-1101,44364030
15750,,44364344
15803,,-99
15447,,111830621
15625,,111830639
15268,,110736181
15222,,118043469
15394,,70330167
15403,,111860717
15639,,111860773
15838,36-773,111860789
15505,,86672023
15458,,86672065
15776,,86672105
15357,,-99
15476,,-99
15556,,-99
15690,,-99
15763,,-99
15287,,110736175
15722,,113235915
15269,,118043477
15322,,118043509
15840,,118043659
15193,,44363320
15364,75-466,44364568
15380,,118043519
15481,,118043555
15712,,118043631
15211,,123397857
15595,,-99
15586,,44363930
15573,,86671995
15452,,86672015
15298,,86672041
15365,,110736193
15545,36-622,110736249
15179,,118043463
15494,,118043565
15384,27-248,70330161
15186,,123110580
15201,,123110582
15438,,123110644
15692,,123397937
15688,77-1104,44364360
15580,75-461,44364492
15270,,86671945
15290,,86671945
15291,,86671945
15292,,86671945
15700,,86672089
15703,,92130998
15789,,110736267
15462,,118043551
15708,,118043613
15823,,118043657
15469,,70330165
15519,,44363794
15791,,44363860
15208,,86672045
15729,,86672131
15334,,92130988
15432,,118043529
15445,,118043535
15603,27-249,70330171
15435,,44363728
15165,,44364416
15253,,111830601
15314,,118043493
15411,,118043527
15374,,118043531
15680,,118043601
15626,,70330191
15343,,123110666
15696,,123397966
15824,2-28,44364792
15857,,86672051
15792,49-355,86672159
15597,,110736195
15606,27-227,123398031
15587,,44363476
15600,,44364272
15856,,44364844
15414,,86672085
15309,,111830617
15852,,110736277
15698,,113235909
15217,,111860679
15572,,111860733
15740,,44363644
15164,75-373,44363789
15815,,86672153
15568,,111830633
15727,,118043639
15759,,118043645
15621,,123110640
15352,,86672001
15437,,86672035
15830,,110736229
15249,,118043471
15354,,118043501
15243,,123397851
15808,,44364011
15451,49-359,86672069
15509,,-99
15539,,118043581
15513,27-232,70330185
15797,,70330201
15667,17-584,123110646
15806,,123397983
15183,,44364374
15612,,111830635
15643,,111830649
15160,,110736101
15786,,113235917
15369,27-117,123397854
15653,,86671989
15853,,110736217
15326,,118043497
15215,,111860681
15195,,123110586
15385,,123110604
15602,,123110632
15473,,123397991
15757,49-430,44363880
15677,2-4,44364684
15436,,86671935
15493,,110736183
15579,,110736271
15321,,118043489
15683,,118043603
15198,,123110612
15524,,123397902
15689,,44363600
15163,,44364372
15250,,86671933
15284,,86671933
15285,,86671933
15288,,86671933
15489,,86672077
15536,,111830631
15723,36-630,110736311
15412,,118043523
15430,,118043539
15816,27-255,70330209
15464,,123398005
15697,,44363604
15613,,44363812
15814,2-27,44364812
15593,49-294,86671997
15441,,86672037
15835,,110736269
15289,,118043495
15294,2-1,44364468
15401,49-357,86672059
15306,,118043485
15261,,118043487
15491,,118043569
15739,,118043625
15713,,118043629
15191,27-207,70330155
15236,,123110610
15241,,-99
15855,75-360,44364076
15507,2-2,44364560
15772,36-680,111860649
15174,,44363724
15596,,44363804
15779,75-460,44364620
15275,,92130958
15767,,113235911
15244,,118043475
15457,,118043545
15737,,118043615
15785,,70330199
15353,,123110628
15315,,123397972
15778,,44363678
15811,49-371,86672163
15258,,118043483
15495,27-238,70330187
15449,,44364262
15199,,-99
15477,,118043559
15304,,123397865
15557,,123397943
15347,,44363670
15774,,44364662
15608,,110736245
15611,,-99
15721,,118043633
15159,,70330157
15360,,-99
15810,,44364310
15501,,86672073
15788,,86672145
15475,,111830629
15420,,110736179
15328,,118043511
15520,,118043571
15858,,-99
15192,,86671981
15756,,86672129
15882,,86672149
15182,,-99
15829,22-358,110736235
15157,,118043457
15468,,118043549
15492,,118043561
15535,,111860739
15795,17-579,123110662
15409,,123397885
15427,,44363722
15770,,44364394
15168,,44364434
15295,48-11,86672071
15381,22-343,110736147
15362,,123397843
15344,,123398000
15238,75-421,44364252
15562,,86671963
15730,,118043637
15207,,-99
15732,,-99
15820,,152512578
15844,22-289,152512579
15303,,-99
15346,,152512571
15484,,-99
15487,,-99
15765,,-99
15510,,-99
15624,,152512574
15675,,-99
15743,52-91,152512577
15702,,152512575
15540,22-282,152512573
15686,,-99
15775,,-99
15176,,-99
15202,,-99
15813,,-99
15282,52-83,152512570
15350,,-99
15382,,-99
15460,,-99
15534,,152512572
15615,,-99
15669,,-99
15684,,-99
15720,52-92,152512576
15794,,-99
15459,,-99
15771,,-99
15188,,111830543
15175,,-99
15259,52-88,15259
15422,,-99
15379,,15379
15448,,-99
15583,,15583
15634,,-99
15997,75-490,44364716
15985,,110736289
15996,,110736289
16018,,110736289
18292,,118044409
18299,,118044409
18294,,118044413
16268,27-154,70330255
16340,,111830655
16418,,110736317
16458,,110736401
16477,,-99
16286,27-155,70330273
16297,27-49,111860875
15970,49-448,86672115
16438,,110736425
18293,49-273,118044699
16031,,70330231
15949,,86672175
16272,,-99
16390,,92131090
16445,,110736353
17606,21-494,113236001
16120,36-777,111860797
16071,,44364594
16107,,44364624
16179,75-425,44364718
16383,,110736395
16044,27-145,70330195
16362,,70330253
15936,,123110738
16349,,44365046
15925,49-374,86672173
16260,,92131050
16379,2-51,113235933
16233,27-156,70330269
16025,2-29,44364882
16322,,86672203
17112,,111830793
16775,,92131088
16005,,118043679
16787,,70330317
16019,27-151,123398054
15923,75-379,44364102
16173,,111830653
16456,,110736405
18297,,-99
18300,36-256,110736621
15988,,118043667
16001,,111860809
16479,,123110820
16095,,44364122
16204,,44364552
16185,,86672205
16382,,86672217
16035,49-368,86672229
16065,49-369,86672229
16180,,111830695
15937,,110736315
16209,,70330211
17115,,123110851
16041,,44364458
16255,,44364938
17119,,44365456
16109,,86672075
15956,,110736299
16308,,118043727
16461,,44364653
16402,,44365088
16909,2-69,44365426
16258,,111830689
15938,,110736233
15979,36-512,110736333
16064,,110736333
16148,,110736333
16098,,70330245
15971,,123110746
15944,,44363774
15910,,44364546
16336,,44364668
17595,75-218,44365334
15975,,86672117
16913,,110736513
16242,,111860761
16017,,111860831
15921,,44363762
15933,,44364712
15930,,110736287
15994,,113235927
16207,,118043701
16325,,111860879
17106,,111860939
16783,,111860941
16190,,44364548
16203,,44364580
16385,,44364998
16196,36-633,110736421
17598,,110736571
16091,,44364710
16174,,44364908
15904,,86672191
15893,,110736241
16355,,111860825
16220,,44364190
16391,,86672219
15963,,111830671
16066,,111830683
16447,,110736389
16026,,118043681
16772,,-99
16779,,118043749
18303,,118044437
16128,,123110748
16046,,44364161
16274,,44364278
16138,75-475,44364916
15917,,86672165
15952,,110736309
16782,,118043757
16003,,70330183
16199,27-142,70330215
16052,,44363810
16406,,44364156
16224,,44364482
16924,,92131110
16049,22-355,110736259
17608,,118044153
16370,,-99
16387,,111860829
16221,,44364454
16034,,44364810
16401,75-503,44365004
16404,75-512,44365026
16024,,86672137
15911,,86672201
15886,,123110728
16137,,123110750
16223,,111830715
16348,,110736369
16211,,118043707
17120,,118043931
16073,27-146,70330203
17114,36-270,111860827
16102,,44364632
16085,2-32,44364890
18296,,44365978
16448,,110736391
16781,,113235947
16361,,118043715
16122,,70330197
16075,,111860735
16912,,111860795
16022,,123110722
16324,,44364090
16039,,44364462
16070,,44364608
16433,,44364896
16227,,86672121
16771,,86672285
16156,,111830667
16008,,111830681
16320,,92131070
15983,,110736293
16059,17-587,123110690
15914,,44364764
16006,,-99
15981,,111830675
16112,,92131014
15993,22-350,110736239
15915,75-423,44364574
15892,,110736313
16347,,110736375
17110,,118043927
16186,,111860851
16911,,111860913
16058,,44363818
16275,75-432,44364856
17118,75-449,44365502
18306,,92131276
16444,,110736387
16452,,110736397
15986,,-99
16063,75-488,44364774
16062,,86672057
15940,,110736261
16028,,111860741
15942,,123398043
16210,75-492,44364846
15900,,111830637
18304,,118044607
16280,,123110757
16411,,44364686
16403,,86672221
16121,,110736291
16922,,113235965
16053,,123110692
16140,,111830651
15990,,111830679
16364,,110736345
16289,,44364270
16103,,44364406
16421,75-430,44364910
16331,,86672215
16182,,111830703
16214,,111830703
16149,,111860749
16097,36-774,111860785
16299,,111860869
16099,,123114298
15903,,44364616
15916,,111830661
15931,,111830661
16784,,92131080
16010,,92131010
16009,,118043665
16067,,-99
17612,,118044259
15896,,123398017
16226,,44364982
17600,,44365242
15973,,86672199
16415,,110736371
16450,,113235935
16236,,118043687
16914,,118043863
16036,,111860817
16015,,111860819
16076,17-583,123110684
15955,,123110740
16231,,123110764
16926,,123110827
16244,,44363914
16054,,44364478
16304,,86672161
16352,,86672213
15928,,70330229
18295,,44365988
16050,49-333,86672143
16365,49-455,86672223
16129,22-368,110736275
16413,22-370,110736321
16206,,70330219
16460,,70330263
16395,,111860799
15926,,123110736
16298,,44364288
16219,,44364576
16133,,86672169
16144,,86672231
16332,,110736355
16400,,110736399
16235,,118043691
16012,,-99
16192,,118043699
16106,,111860843
16086,17-582,123110686
16165,,44364824
16285,,44364858
16164,,44364898
16074,,86672167
16414,,111830733
15947,,70330181
16002,,123110724
15908,,123110732
16785,,123110775
16247,,44364092
16090,,111830673
18301,,75472513
16113,,110736253
16435,,110736393
16439,,110736393
16374,,118043717
17596,,118044221
16293,,111860779
16339,,111860821
17602,,111860989
16338,,44364956
16358,75-507,44364992
16423,,44365124
17121,2-87,44365604
15894,,86672177
16453,,110736403
15935,,70330173
16146,27-153,70330227
16168,,111860849
15884,27-148,123398008
16082,,44364614
16789,75-386,44364724
16920,75-535,44365372
16271,,86672125
16249,,86672127
16334,22-373,110736303
16245,,118043693
16178,27-263,70330247
16055,,44364084
16000,,44364488
15934,,86672157
16105,,86672209
15897,,110736279
16312,,110736357
16201,,118043711
15953,,111860811
16359,,123110716
16033,,123110726
16773,,123110795
15898,,44363928
16290,,44364134
16077,,44364690
16195,,44364818
16451,,44365106
16101,,86672211
18298,,110736627
16222,,70330221
16774,17-211,123110915
16171,,44364532
16419,,44365054
16040,,118043671
16475,,70330303
16346,27-161,70330243
16197,,111860855
15909,17-580,123110678
16283,,44364316
16142,,86672097
15969,,110736251
16318,,110736301
16212,,118043685
16303,,44364138
16021,,44364442
16020,,44364444
16048,,44364734
17107,75-545,44365560
16117,,111830677
15957,,113235925
18291,49-127,118044909
16251,,70330237
16264,,44364266
16184,,111830711
16915,,111830763
15887,,92131008
16437,,110736319
16316,,110736359
16464,,110736361
16294,,118043695
16921,,118043797
16469,,111860693
16159,,111860847
16478,,123110742
16030,,44364172
16257,,44364606
16463,,86672237
16225,,111830663
16134,,111830697
16130,,111830707
16314,,110736349
15960,,118043675
16918,,118043799
17122,,118044105
16284,,111860777
16326,36-533,-99
16228,49-365,118043677
16193,,111860803
16069,,86672183
15918,,-99
15920,,110736283
17105,,118043915
16265,,111860857
16786,,44365360
16100,,86672189
15967,,92131026
16194,17-198,123110755
16150,,44364244
16187,,44364562
16042,,44364642
16191,,111830705
15950,,118043649
16125,,44364066
16038,,44364470
69916,75-538,44365716
16300,,111830725
16428,,110736383
