UNIQUE_ID,NEW_KEY,IHDLKID
964,,-99
968,,-99
992,,116542713
1003,,-99
1210,,116542849
1374,,116543009
1445,,116543213
922,,116542671
1065,,116542759
1331,,116542957
1390,,116543021
1296,,116543057
1515,,116543187
1803,,105231457
995,,-99
999,31-1035,117625591
1030,,-99
1039,31-1044,117625599
1238,,116542871
1226,,116542897
1243,,116542925
1397,,116543051
1675,,116543383
1788,,105231455
1785,,105231527
874,,-99
882,,116542659
1287,,116542911
1465,,116543141
1536,,116543233
1723,,-99
1725,,-99
1728,,116543345
1736,,-99
1738,,-99
1741,,-99
1697,,116543413
1798,,105231493
1570,,-99
1608,,-99
1611,,-99
1614,,117625651
1619,,117625651
1626,,-99
1635,,-99
1640,,-99
1641,,-99
1644,,-99
1653,,-99
1678,,-99
1376,,116543079
1434,,116543157
1543,,-99
1549,,-99
1571,,-99
1582,,116543235
1592,,-99
1594,,-99
1601,,-99
1660,,117625647
827,,-99
830,,-99
831,,116542643
835,,-99
836,,-99
837,,-99
838,,-99
850,,-99
853,,-99
856,,-99
1001,,116542715
1139,,116542737
1269,,116542789
1281,,116542905
1256,,116542941
1467,,116543189
1837,,105231483
1631,,117625631
1056,,-99
1091,,116542723
1303,,-99
1323,,-99
1338,,-99
1366,,-99
1369,,116542793
1112,,116542809
1203,,116542823
1156,,116542825
1214,,116542843
1421,,116542855
1428,,-99
1446,,-99
1458,,-99
1460,,-99
1471,,-99
1485,,-99
1489,,-99
1491,,-99
1492,,-99
1498,,-99
1312,,116543003
1511,,116543199
1598,,116543311
1783,,105231447
1247,,116542891
1357,,116543005
1554,,116543257
1745,,116543489
954,,117625581
981,,-99
843,,116542657
1161,,116542795
1353,,116542997
1479,,116543151
1514,,116543307
1671,,116543393
1521,,-99
1624,,-99
1637,,117625639
1638,,117625639
1663,,-99
1664,,-99
1680,,117625649
1703,,-99
1707,,-99
1763,,123389915
1240,,116542863
1241,,116542923
1244,,116542927
1457,,116543177
1449,,116543193
1481,,116543237
1607,,116543317
1636,,116543339
1749,,-99
1825,,117625677
834,,-99
870,,-99
1138,,-99
1147,,116542747
1273,,116542961
1285,,116542977
1393,,116543105
1461,,116543163
1739,,116543335
1819,,105231533
1228,,116542857
1298,,116542933
1388,,116543043
1454,,116543103
1480,,116543121
1727,,116543471
950,,117625577
944,,117625579
959,,-99
1181,,116542815
1154,,116542831
1180,,116542841
1206,,116542901
1336,,116543093
1417,,116543129
1453,,116543131
1625,,116543337
1681,,116543349
1656,,116543365
1513,,105231431
1801,,105231459
1176,,116542853
1218,,116542913
1764,,116543397
1705,,116543449
1752,,105231507
883,,-99
884,,-99
885,,-99
886,,-99
887,,-99
888,,-99
889,,-99
891,,-99
892,,-99
893,,-99
894,,-99
896,,116542681
909,,-99
916,,-99
1035,,116542743
1204,,116542867
1283,,116542969
1444,,116543083
1337,,116543111
1472,,116543123
1565,,116543227
1561,,116543263
1539,,116543265
1533,,116543301
1715,,116543341
1674,,116543391
1824,,105231545
1504,,117625615
1212,,116542839
1325,,116543033
1525,,116543291
1670,,116543389
1733,,116543465
990,,-99
991,,-99
1051,,-99
1094,,-99
1099,,-99
1134,,-99
1137,,-99
1832,,117625667
1193,,116542797
1450,,116543159
1547,,116543309
1501,,-99
1524,31-843,117625635
1542,,-99
1548,,-99
1552,,-99
1553,,-99
1560,,-99
1591,,-99
1642,,-99
1643,,-99
1646,,-99
1720,,-99
1767,,117625653
1743,,117625659
1042,,116542735
1297,,116542929
1328,,116542973
1526,,116543229
1712,,116543369
1756,,105231511
935,,116542677
1061,,-99
1113,,-99
1117,,-99
1128,,-99
1158,,116542717
1216,,-99
1229,,-99
1270,,-99
1231,,116542919
1317,,116543027
1808,,105231437
1817,,105231531
1398,,116543045
1486,,116543167
1509,,116543179
1558,,116543243
1740,,116543333
1775,,-99
1691,,116543375
1677,,116543395
1235,,116542865
1522,,116543149
1550,,-99
1557,,-99
1580,,-99
1600,,-99
1702,,116543363
1820,,105231541
1033,,-99
1059,,-99
1071,31-1056,116542721
961,,-99
977,,-99
978,,-99
994,,-99
996,,-99
1010,,-99
1011,,-99
1012,,-99
1022,,-99
1029,,-99
1034,,-99
1050,,-99
1069,,116542731
1100,,-99
1101,,-99
1104,,-99
1105,,-99
1106,,-99
1110,,-99
1111,,-99
1114,,-99
1120,,-99
1121,,-99
1122,,-99
1124,,-99
1135,,-99
1136,,-99
1141,,-99
1145,,-99
1170,,-99
1175,,-99
1153,,116542811
1222,,116542851
1254,,116542893
1292,,116543049
1407,,116543071
1424,,116543139
1487,,116543175
1535,,116543297
1696,,116543359
982,,-99
984,,-99
997,,-99
1004,,-99
1008,,-99
1009,,-99
1014,,-99
1027,,-99
1036,,-99
1038,,-99
1041,,116542711
1058,,-99
1115,,116542817
1288,,-99
1301,,-99
1302,,-99
1311,,-99
1324,,-99
1332,,-99
1335,,-99
1345,,-99
1400,,-99
1401,31-1277,116542939
1408,,-99
1409,,-99
1423,,-99
1506,,116543259
1708,,116543355
1679,,116543433
1199,,117625605
1213,,-99
1246,,-99
1262,,-99
1276,,-99
1333,,-99
1371,,-99
1057,,116542739
1294,,116542963
1379,,116543089
1448,,116543133
1478,,116543245
1689,,116543437
1118,,-99
1133,,-99
1149,,-99
1167,,-99
1178,,-99
1184,,-99
1186,,-99
1192,,-99
1198,,-99
1207,,-99
1211,,-99
1217,,-99
1224,,-99
1236,,-99
1245,,-99
1249,,-99
1264,,-99
1266,,-99
1267,,105231429
1274,,-99
1284,,-99
1289,,-99
1293,,-99
1309,,-99
1321,,-99
1327,,-99
1348,,-99
1359,,-99
1365,,-99
1381,,-99
1384,,-99
1392,,-99
906,,-99
1000,,-99
1023,,116542725
1086,,116542779
1503,,116543155
1694,,116543357
1799,,-99
1690,,116543411
1734,,116543473
1812,,116543523
1833,,105231551
970,,-99
972,,-99
974,,-99
976,,-99
989,,116542697
1007,,-99
1013,,-99
1063,,-99
1291,,116542975
1386,,116543037
1735,,116543329
1684,,116543351
1747,,105231465
1839,,105231491
875,,116542653
898,,-99
934,,120018913
1215,,116542909
1251,,116542931
1405,,116543059
1452,,116543219
1772,,123389917
987,,-99
988,31-1266,120018914
1075,,116542761
1201,,116542827
1195,,116542873
1352,,116543001
1391,,116543127
1541,,116543205
1490,,116543253
1505,,116543261
1742,,116543385
1809,,105231499
1814,,105231535
846,,-99
848,,-99
849,,-99
852,,-99
857,,-99
858,,-99
861,,116542661
863,,116542661
865,,116542661
866,,-99
867,,-99
869,,-99
899,,-99
901,,-99
1316,,116542943
1418,,116543085
1759,,105231509
1252,,-99
1260,,-99
1261,,-99
1272,,-99
1277,,-99
1280,,-99
1299,,-99
1307,,117625609
1330,,-99
1347,,-99
1349,,-99
1351,,-99
1356,,-99
1403,,116543053
1399,,116543065
1463,,116543183
1620,,116543325
1662,,116543331
1015,,-99
1049,,-99
1070,,117625601
1090,,-99
1095,,-99
1108,,-99
1107,,116542787
1239,,116542879
1370,,116543029
1426,,116543145
1612,,116543185
1497,,116543251
1581,,116543275
1495,,116543281
1718,,105231435
1732,,105231445
1795,,105231451
1016,,117625595
1064,,-99
1583,,-99
1599,,117625625
1604,,117625625
1048,,116542751
1253,,116542881
1290,,116542965
1440,,-99
1466,31-837,116542983
1469,,-99
1470,,-99
1474,,-99
1387,,116543077
1456,,116543135
1613,,-99
1616,,-99
1628,,116543215
1648,,-99
1699,,-99
1701,,-99
1564,,116543247
918,,116542673
925,,-99
933,,-99
936,,-99
941,,-99
943,,-99
946,,-99
951,,-99
962,,-99
1144,31-1058,116542745
1223,,116542861
1443,,116543221
1516,,116543255
1796,,105231469
1821,,105231543
914,,117625571
1710,,-99
1722,,117625663
956,,116542687
1164,,116542799
1183,,116542813
1259,,116542953
1322,,116543041
1468,,116543153
1451,,116543171
1507,,116543195
1520,,116543197
1568,,116543231
1683,,116543371
1748,,116543495
1826,,105231537
1420,,-99
1427,,-99
1431,,-99
1473,,-99
1484,,-99
1493,,-99
1573,,-99
1367,,116542955
1268,,116542989
1436,,116543165
1588,,116543285
1771,,116543403
1827,,-99
919,,-99
920,,117625575
1046,,116542763
1130,,116542833
1162,,116542847
1227,,116542885
1532,,116543211
1793,,105231487
1002,,-99
1005,,-99
1006,,117625585
1018,,-99
1021,,-99
1025,,-99
1502,,-99
1556,,-99
1585,,-99
1605,,-99
1606,,-99
1617,,117625623
1618,,117625623
1629,,-99
1633,,-99
1659,,-99
1055,31-1052,116542719
1792,,117625657
829,,-99
854,,-99
855,,-99
859,,-99
871,,116542665
873,,-99
880,,-99
1174,,116542819
1354,,116542985
1320,,116543007
1372,,116543017
1377,,116543063
1667,,116543373
1688,,116543379
1781,,116543417
1442,,116543201
1686,,116543377
1834,,116543443
1089,,116542755
1378,,116543039
1394,,116543087
1343,,116543097
1562,,116543267
1576,,116543273
1621,,116543327
833,,-99
839,,-99
841,,-99
842,,-99
847,,-99
862,,-99
864,,-99
879,,-99
895,,-99
900,,-99
917,,-99
1026,,-99
1032,,-99
1037,,-99
967,,-99
993,,116542707
1053,,116542741
1205,,116542829
1242,,116542887
1346,,116542981
1341,,116543047
1687,,116543409
1360,,116542991
1429,,116543101
1534,,116543303
1721,,116543347
1716,,105231433
945,,-99
947,,-99
948,,-99
952,,-99
969,,-99
971,,-99
975,,-99
979,,-99
1031,31-982,116542701
1066,,-99
1073,,-99
1080,,-99
1081,,-99
1127,,-99
1182,,-99
1187,,-99
1060,,116542757
1160,,116542835
1196,,116542837
1250,,116542899
1286,,116542971
1822,,105231471
1829,,105231477
1508,,116543269
1517,,-99
1590,,116543305
1755,,105231513
1603,,-99
1655,,117625637
931,,-99
940,,116542679
942,,-99
1295,,116542979
1380,,116543069
1726,,116543469
1119,,116542773
1230,,116542883
1221,,116542895
1278,,-99
1314,,-99
1315,,-99
1326,,-99
1329,,-99
1364,,116542951
1383,,-99
1395,,-99
1396,,-99
1275,,116542967
1412,,-99
1413,,-99
1415,,-99
1419,,-99
1422,,-99
1425,,-99
1494,,-99
1496,,-99
1500,,-99
1510,,116543125
1538,,-99
1545,,-99
1551,,-99
1555,,-99
1563,,-99
1566,,-99
1567,,-99
1569,,-99
1572,,-99
1574,,-99
1575,,-99
1579,,-99
1586,,-99
1595,,-99
1596,,-99
1597,,-99
1406,,116543143
1447,,116543161
1816,,105231529
1840,,105231557
1067,,-99
1072,,-99
1074,,-99
1079,,117625587
1087,,-99
1088,,-99
1093,,-99
1125,,-99
1129,,-99
1140,,-99
1318,,116543023
1602,,116543313
1020,,117625593
1062,,-99
1068,,-99
1077,,-99
1197,31-1061,116542771
949,,-99
953,,-99
955,,-99
980,,-99
983,31-1026,116542709
986,,-99
902,,-99
903,,-99
904,,-99
905,,-99
923,31-1145,116542693
928,,-99
1654,31-909,116543277
1704,,-99
1714,,-99
1753,,-99
1761,,-99
1762,,-99
1765,,-99
907,,-99
910,,-99
911,,-99
912,,-99
913,,-99
957,31-1022,116542703
965,,-99
966,,-99
1627,,-99
1630,,-99
1639,,-99
1645,,-99
1647,,-99
1649,,-99
1651,,-99
1695,31-915,116543343
1700,,-99
1717,,-99
1729,,-99
1730,,-99
1744,,-99
1746,,-99
1757,,-99
1758,,-99
1804,,-99
924,,-99
973,31-1019,973
998,31-1033,998
1017,,-99
1019,,-99
1028,31-1046,1028
1076,31-1054,1076
1084,31-1053,1084
1132,,-99
1142,,1142
1151,,1142
1363,,-99
1475,31-826,1475
1805,,-99
2082,,116543595
2152,,105231673
2088,,105231693
1944,,105231717
4199,,105232867
5297,,-99
1865,,117625683
1980,,117625749
2103,,-99
2115,31-772,117625953
2044,,123146787
1999,,116543503
1963,,116543567
2067,,116543627
3769,,110734001
1900,,117625717
2095,,117625787
1983,,117625805
2237,,117625905
2071,,123146786
3768,,123147276
2120,,105231701
2244,,105231819
2008,,117625755
2016,,-99
4300,,117626593
3961,,123147323
2232,,116543673
2011,,105231619
5313,,109943758
1946,,117625705
1960,,117625795
2168,,117625847
2091,,116543583
2224,,116543671
2094,,105231729
1899,,117625719
1965,,117625737
2213,,117625889
4307,,117626601
2027,,123146781
1967,,123389919
2045,,116543537
2177,,105231813
4186,,-99
1987,,117625715
2238,,117625911
2254,,117625927
1969,,116543493
1994,,116543501
2050,,-99
2054,,116543535
1863,,105231539
1871,,117625733
2159,7-948,117625845
2145,,117625851
4189,,123390309
1855,,116543427
2052,,116543559
1947,,116543565
3968,,110734063
2111,,117625823
2147,,117625833
3956,,117626553
5300,,117626771
2241,,123146801
2041,,-99
4311,,123390398
1869,,116543435
1867,,116543505
2009,,116543573
1870,,105231653
5963,,-99
5304,,110734369
2039,,117625789
1989,,117625807
1937,,105231585
2117,52-1785,105231591
2233,52-1727,105231605
1991,,105231741
2199,,105231841
5961,,109943700
3783,,110734005
1916,,117625751
2119,,117625803
2123,,-99
2078,,123146809
2096,,116543547
2028,,116543601
2053,,116543613
2208,,116543665
1893,,105231505
2234,,105231785
2236,,105231809
4510,,109943462
2116,,117625811
2007,,117625819
3781,,117626485
2075,,123146808
1975,,116543479
1958,,116543531
2002,,116543555
2017,,116543581
2198,,116543631
5962,,105233581
1875,,117625669
2205,,117625881
2110,,117625887
2250,,123146864
1926,,116543475
1903,,116543517
1914,,105231599
2175,,105231821
4185,,105232853
3966,,109943382
3962,,117626541
1979,,116543491
2081,,116543593
2253,,116543681
2047,,105231639
4313,,-99
2157,31-781,117625985
2229,,123146802
2204,,123146810
1929,52-1782,105231495
3765,,-99
3776,,-99
3970,,105233029
1911,,117625679
1898,,117625757
3960,,123147312
1853,,116543467
1873,,105231553
2136,,105231677
3952,,-99
4319,,105233325
