Water_Body_Key,Survey_Number,Collection_Date,Survey_Purpose,SP,LENGTH_IN,AGE,METHOD,Water_Body_Name,New_Key
12298,6890,5/29/07,Status & Trends,BLG,8.3,6,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,7.5,6,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,7.5,6,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,5.8,6,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,7.8,6,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,7,6,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,6.4,6,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,7.1,6,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,7,7,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,6.8,7,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,8.3,7,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,8.2,7,,Rock Lake,59-395
12298,6890,5/29/07,Status & Trends,BLG,6.4,7,,Rock Lake,59-395
10N06W1801,6900,5/2/07,Status & Trends,BLG,1.5,1,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/2/07,Status & Trends,BLG,1,1,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.4,4,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,4.6,4,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/2/07,Status & Trends,BLG,4.8,4,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.1,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.4,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.8,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.4,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.4,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.6,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.4,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.4,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.4,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.4,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.5,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,4.9,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,4.9,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/2/07,Status & Trends,BLG,4.8,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/2/07,Status & Trends,BLG,4.9,5,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.8,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.5,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.1,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.9,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.6,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.7,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.6,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.9,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,5.5,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.7,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8,6,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.4,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.5,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8.2,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.7,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,6.8,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.8,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8.3,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8.2,7,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,7.5,8,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8.1,8,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8.2,8,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8,9,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8.1,9,SCALE,Half Moon Lake,59-155
10N06W1801,6900,5/1/07,Status & Trends,BLG,8.8,9,SCALE,Half Moon Lake,59-155
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.4,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.7,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.5,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.5,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.6,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.6,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.6,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.6,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.9,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,1.9,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2.4,1,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2.4,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2.5,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2.5,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2.5,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2.7,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2.7,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3.1,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3.3,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3.5,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,2.6,2,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3.5,3,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3.6,3,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3.6,3,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3.7,3,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/30/07,Status & Trends,BLG,3.9,3,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/10/07,Status & Trends,BLG,4.4,4,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,4.5,4,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,4.5,4,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/9/07,Status & Trends,BLG,4.6,4,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,4.8,4,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.5,4,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,4.9,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,4.4,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/10/07,Status & Trends,BLG,4.7,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/9/07,Status & Trends,BLG,4.9,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/10/07,Status & Trends,BLG,4.9,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.3,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.6,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.3,5,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.8,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.8,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.8,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.9,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.2,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.3,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.6,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.7,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.2,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.2,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.3,6,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.7,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.8,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.3,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.6,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.8,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.1,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.2,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.2,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.3,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.3,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.6,7,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,5.8,8,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,6.8,8,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.4,8,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.6,8,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.1,9,SCALE,Bishop Lake,47-68
04N05E0301,6901,5/8/07,Status & Trends,BLG,7.2,10,SCALE,Bishop Lake,47-68
33N02E1501,6903,5/9/07,Status & Trends,BLG,6.4,1,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/9/07,Status & Trends,BLG,3.1,2,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/9/07,Status & Trends,BLG,4.3,3,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,5.3,4,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/9/07,Status & Trends,BLG,5.9,4,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/10/07,Status & Trends,BLG,5.4,4,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,6.3,5,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,6.5,5,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,6.3,5,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,6.3,5,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/9/07,Status & Trends,BLG,6.4,5,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/9/07,Status & Trends,BLG,6.3,5,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/9/07,Status & Trends,BLG,6,5,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7.2,6,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7,6,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/9/07,Status & Trends,BLG,7.2,6,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7.5,7,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7,7,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7.4,7,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7.6,7,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7.3,7,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7.8,7,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7.4,8,SCALE,Shoepac Lake,71-11
33N02E1501,6903,5/8/07,Status & Trends,BLG,7.5,9,SCALE,Shoepac Lake,71-11
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.7,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.5,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.5,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.3,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.4,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.6,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.7,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.3,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.9,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.7,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.6,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.4,1,,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,1.5,1,,Fire Lake,36-686
44N33W2901,6908,7/24/07,Status & Trends,BLG,1.5,1,SPINE,Fire Lake,36-686
44N33W2901,6908,7/24/07,Status & Trends,BLG,1.5,1,SPINE,Fire Lake,36-686
44N33W2901,6908,7/24/07,Status & Trends,BLG,1.7,1,SPINE,Fire Lake,36-686
44N33W2901,6908,7/24/07,Status & Trends,BLG,1.7,1,SPINE,Fire Lake,36-686
44N33W2901,6908,7/24/07,Status & Trends,BLG,1.8,1,SPINE,Fire Lake,36-686
44N33W2901,6908,7/24/07,Status & Trends,BLG,1.8,1,SPINE,Fire Lake,36-686
44N33W2901,6908,4/23/07,Status & Trends,BLG,2,1,SPINE,Fire Lake,36-686
44N33W2901,6908,4/23/07,Status & Trends,BLG,2.1,1,SPINE,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,2,1,SPINE,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,2.3,1,SPINE,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,2.1,1,SPINE,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,2,1,SPINE,Fire Lake,36-686
44N33W2901,6908,6/26/07,Status & Trends,BLG,2.1,1,SPINE,Fire Lake,36-686
44N33W2901,6908,6/26/07,Status & Trends,BLG,2.5,1,SPINE,Fire Lake,36-686
44N33W2901,6908,6/26/07,Status & Trends,BLG,2.5,1,SPINE,Fire Lake,36-686
44N33W2901,6908,6/27/07,Status & Trends,BLG,3,1,SPINE,Fire Lake,36-686
44N33W2901,6908,4/23/07,Status & Trends,BLG,2.2,2,SPINE,Fire Lake,36-686
44N33W2901,6908,6/26/07,Status & Trends,BLG,3.3,2,SPINE,Fire Lake,36-686
44N33W2901,6908,6/13/07,Status & Trends,BLG,3.7,2,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,3.6,3,SPINE,Fire Lake,36-686
44N33W2901,6908,6/13/07,Status & Trends,BLG,3.4,3,SPINE,Fire Lake,36-686
44N33W2901,6908,6/13/07,Status & Trends,BLG,3.7,3,SPINE,Fire Lake,36-686
44N33W2901,6908,6/14/07,Status & Trends,BLG,3.8,3,SPINE,Fire Lake,36-686
44N33W2901,6908,6/14/07,Status & Trends,BLG,3.8,3,SPINE,Fire Lake,36-686
44N33W2901,6908,6/14/07,Status & Trends,BLG,3.8,3,SPINE,Fire Lake,36-686
44N33W2901,6908,6/13/07,Status & Trends,BLG,3.9,3,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4,3,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.4,3,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.4,3,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.5,3,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.8,3,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5,3,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,3.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/23/07,Status & Trends,BLG,3.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/23/07,Status & Trends,BLG,3.8,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,3.8,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,3.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,3.9,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.2,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.2,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.1,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.5,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.5,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.6,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.8,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.8,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.8,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,4.9,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.1,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.1,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.1,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.2,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.2,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.2,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.3,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.4,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.4,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.9,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6,4,SPINE,Fire Lake,36-686
44N33W2901,6908,6/13/07,Status & Trends,BLG,3.9,4,SPINE,Fire Lake,36-686
44N33W2901,6908,6/26/07,Status & Trends,BLG,3.9,4,SPINE,Fire Lake,36-686
44N33W2901,6908,6/12/07,Status & Trends,BLG,3.9,4,SPINE,Fire Lake,36-686
44N33W2901,6908,6/14/07,Status & Trends,BLG,3.9,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.1,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.1,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.5,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.6,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.8,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.2,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.4,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.6,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.7,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/23/07,Status & Trends,BLG,8,4,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.3,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.4,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.5,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.7,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.8,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,5.8,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.2,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.4,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.5,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.5,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.5,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.5,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.6,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,6.9,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.1,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.1,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.1,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.1,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.2,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.2,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.3,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.4,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.6,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.6,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.7,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.7,5,SPINE,Fire Lake,36-686
44N33W2901,6908,4/21/07,Status & Trends,BLG,7.7,5,SPINE,Fire Lake,36-686
