"Age","Total.Deviance","Residual.Deviance","Correlation","AUC","Per.Expl","cvDeviance","cvCorrelation","cvAUC","cvPer.Expl"
1,298.859574038541,132.745492564287,0.782253725451582,0,55.582653494926,225.82320394839,0.492790202992218,0,24.4383571532271
2,504.943972134159,175.234569405821,0.841636219568711,0,65.2962350129287,420.350366274331,0.417972951966098,0,16.7530677715176
3,664.587347189379,324.846856669732,0.747243405513067,0,51.1205174092542,537.317525508129,0.443990504260331,0,19.150202335252
4,748.252028501131,431.295909114988,0.704682466220056,0,42.3595402769649,655.502110358171,0.361522853466231,0,12.3955451652772
5,680.497218254934,417.105478773914,0.676962084448707,0,38.7057775425537,588.521620204662,0.376702984175681,0,13.5159403422889
6,609.947406960792,257.486482497722,0.798836234960057,0,57.7854615727101,501.934468105547,0.429089101543696,0,17.7085659554559
7,586.503736197403,231.204544425704,0.809566505529462,0,60.5791864303,438.777815721743,0.516125842143099,0,25.1875497730742
8,593.260622974857,287.932403088802,0.766074943762853,0,51.4661192841372,486.048464332707,0.439028781239793,0,18.071679543561
